query_text,persona,intent_label,complexity,notes
four year cost of University of Michigan including housing,parent,campus_life_fit,llm_needed,subjective fit; likely needs LLM
location for Columbia,college_student,attribute_lookup,short_circuit,single attribute lookup
USC,college_student,exact_lookup,short_circuit,simple entity lookup
four year cost of Cornell including housing,parent,admissions_process,medium,admissions/how-to
does NYU have pre-med advising,parent,attribute_lookup,short_circuit,single attribute lookup
universities with strong computer science,high_school_student,filtered_search,medium,faceted search: 1–2 filters
University of Maryland vs Princeton,high_school_student,comparison,llm_needed,comparison between entities
University of Maryland alumni network,advisor,attribute_lookup,short_circuit,single attribute lookup
medium-sized mechanical engineering colleges near the beach under 40k safety schools,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
universities near Chicago with pre-law and philosophy good financial aid,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
campus safety for NYU,high_school_student,attribute_lookup,short_circuit,single attribute lookup
what is the competitive culture at Cornell,college_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM
Maryland,counselor_teacher,exact_lookup,medium,simple entity lookup
mental health counseling for UCLA,high_school_student,attribute_lookup,short_circuit,single attribute lookup
Carnegie Mellon vs Virginia Tech,college_student,comparison,complex,comparison between entities
Penn State application deadlines,counselor_teacher,admissions_process,medium,admissions/how-to
do i need sat for Arizona State,high_school_student,admissions_process,medium,admissions/how-to
colleges near a major tech hub under 40k with good dorms and strong internships,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
schools like Georgia Tech but cheaper,counselor_teacher,recommendation,complex,needs recommendation/ranking
UC San Diego housing guarantee beyond freshman year,parent,filtered_search,medium,faceted search: 1–2 filters
top chemistry schools near the beach,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
cheapest film schools near a major tech hub,high_school_student,cost_financial_aid,medium,cost and aid
does UC Berkeley have nursing,parent,attribute_lookup,short_circuit,single attribute lookup
schools near a major tech hub with low student-to-faculty ratio,college_student,filtered_search,medium,faceted search: 1–2 filters
four year cost of University of Wisconsin including housing,parent,rewrite_needed,complex,requires query rewrite to explicit constraints
schools with high internship placement rates,high_school_student,career_outcomes,medium,career outcomes
Virginia Tech but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints
colleges near Chicago good financial aid with good dorms and strong internships,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering
cheapest chemistry schools in Texas,parent,cost_financial_aid,medium,cost and aid
affordable public health schools in California with good job placement,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
Arizona State housing guarantee beyond freshman year,parent,cost_financial_aid,medium,cost and aid
recommend small colleges near the beach for nursing not too competitive,advisor,recommendation,complex,needs recommendation/ranking
NYU scholarships for merit,college_student,cost_financial_aid,medium,cost and aid
universities in Texas with architecture and philosophy low tuition,counselor_teacher,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering
does MIT have pre-med advising,high_school_student,attribute_lookup,short_circuit,single attribute lookup
tuition for Arizona State,college_student,attribute_lookup,short_circuit,single attribute lookup
UC Berkeley,advisor,exact_lookup,short_circuit,simple entity lookup
UC Irvine admissions profile average sat and gpa,counselor_teacher,recommendation,complex,needs recommendation/ranking
alumni network for georgia tech,high_school_student,attribute_lookup,short_circuit,single attribute lookup
small economics colleges near Chicago under 30k safety schools,advisor,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering
scholarships for University of Florida,high_school_student,attribute_lookup,short_circuit,single attribute lookup
how do i apply to Boston University,college_student,admissions_process,medium,admissions/how-to
Arizona State admissions profile average sat and gpa,counselor_teacher,cost_financial_aid,medium,cost and aid
UT Austin admissions profile average sat and gpa,counselor_teacher,admissions_process,medium,admissions/how-to
colleges near a major tech hub,high_school_student,filtered_search,medium,faceted search: 1–2 filters
recommend small colleges not Florida for nursing safety schools,college_student,recommendation,complex,needs recommendation/ranking
University of Maryland scholarships for international,counselor_teacher,cost_financial_aid,medium,cost and aid
do i need sat for Duke,parent,admissions_process,medium,admissions/how-to
UC Berkeley scholarships for first gen,parent,cost_financial_aid,medium,cost and aid
colleges in warm states,college_student,filtered_search,medium,faceted search: 1–2 filters
what schools should i apply to for economics not Florida full ride options,advisor,recommendation,complex,needs recommendation/ranking
Harvard job placement for pre-law,advisor,career_outcomes,medium,career outcomes
Duke,college_student,exact_lookup,short_circuit,simple entity lookup
colleges in California,advisor,filtered_search,medium,faceted search: 1–2 filters
cheapest engineering schools not Florida,parent,cost_financial_aid,medium,cost and aid
recommend medium-sized colleges near the beach for computer science reach schools,college_student,recommendation,complex,needs recommendation/ranking
Northwestern but cheaper,advisor,rewrite_needed,complex,requires query rewrite to explicit constraints
Georgia Tech vs Arizona State,advisor,comparison,complex,comparison between entities
best engineering schools in warm states,parent,filtered_search,medium,faceted search: 1–2 filters
cheapest engineering schools near a major tech hub,parent,cost_financial_aid,medium,cost and aid
Brown,high_school_student,exact_lookup,short_circuit,simple entity lookup
recommend small colleges in Texas for biology not too competitive,advisor,recommendation,complex,needs recommendation/ranking
UC Irvine vs MIT for data science,advisor,comparison,complex,comparison between entities
universities near a major tech hub with engineering and philosophy full ride options,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
colleges not Florida,college_student,filtered_search,medium,faceted search: 1–2 filters
Northeastern application deadlines,high_school_student,admissions_process,medium,admissions/how-to
does USC have study abroad,high_school_student,attribute_lookup,short_circuit,single attribute lookup
do i need sat for University of Maryland,high_school_student,admissions_process,medium,admissions/how-to
does Northeastern have nursing,parent,attribute_lookup,short_circuit,single attribute lookup
schools like Northwestern but cheaper,advisor,recommendation,complex,needs recommendation/ranking
does UC San Diego have nursing,college_student,attribute_lookup,short_circuit,single attribute lookup
UC Berkeley average ACT,parent,attribute_lookup,short_circuit,single attribute lookup
four year cost of University of Michigan including housing,parent,cost_financial_aid,medium,cost and aid
affordable business schools near a major tech hub with good job placement,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
medium-sized business colleges near Chicago under 40k safety schools,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
Penn State acceptance rate,college_student,attribute_lookup,short_circuit,single attribute lookup
Northeastern job placement for electrical engineering,college_student,career_outcomes,medium,career outcomes
tuition for USC,parent,attribute_lookup,short_circuit,single attribute lookup
Princeton scholarships for low income,college_student,cost_financial_aid,medium,cost and aid
research opportunities for Northeastern,high_school_student,attribute_lookup,short_circuit,single attribute lookup
schools like UC Berkeley but cheaper,counselor_teacher,recommendation,complex,needs recommendation/ranking
universities not Florida with psychology and philosophy under 40k,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
affordable computer science schools near Chicago with good job placement,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
Northwestern scholarships for first gen,parent,cost_financial_aid,medium,cost and aid
schools not Florida with low student-to-faculty ratio,college_student,filtered_search,medium,faceted search: 1–2 filters
Columbia diversity vs NYU diversity,high_school_student,comparison,complex,comparison between entities
universities with strong political science,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
do i need sat for duke,high_school_student,admissions_process,medium,admissions/how-to
scholarships for Stanford,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
universities with strong business,high_school_student,filtered_search,medium,faceted search: 1–2 filters
cheapest economics schools near the beach,college_student,cost_financial_aid,medium,cost and aid
four year cost of University of Washington including housing,parent,filtered_search,medium,faceted search: 1–2 filters
do i need sat for University of Michigan,parent,admissions_process,medium,admissions/how-to
Princeton but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints
best colleges for biology job outcomes,high_school_student,career_outcomes,medium,career outcomes
colleges where people dont care about football,high_school_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM
universities with strong economics,advisor,filtered_search,medium,faceted search: 1–2 filters
Georgia Tech research opportunities,college_student,attribute_lookup,short_circuit,single attribute lookup
Northwestern scholarships for first gen,advisor,cost_financial_aid,medium,cost and aid
ut austin,counselor_teacher,exact_lookup,short_circuit,simple entity lookup
purdue job placement for mechanical engineering,high_school_student,career_outcomes,medium,career outcomes
UT Austin housing guarantee beyond freshman year,parent,campus_life_fit,llm_needed,subjective fit; likely needs LLM
does Northeastern have study abroad,college_student,attribute_lookup,short_circuit,single attribute lookup
what schools should i apply to for data science not Florida under 40k,advisor,recommendation,complex,needs recommendation/ranking
Purdue collaborative culture vs Vanderbilt collaborative culture,high_school_student,comparison,complex,comparison between entities
Duke vs UC Irvine,counselor_teacher,comparison,complex,comparison between entities
colleges near the beach,college_student,filtered_search,medium,faceted search: 1–2 filters
schools like Penn State but cheaper,counselor_teacher,recommendation,complex,needs recommendation/ranking
cheapest nursing schools in Texas,advisor,cost_financial_aid,medium,cost and aid
Stanford housing guarantee beyond freshman year,parent,recommendation,complex,needs recommendation/ranking
Georgia Tech diversity vs University of Florida diversity,parent,comparison,complex,comparison between entities
UC San Diego,college_student,exact_lookup,short_circuit,simple entity lookup
Northwestern housing guarantee beyond freshman year,parent,exact_lookup,medium,simple entity lookup
best architecture schools in California,high_school_student,filtered_search,medium,faceted search: 1–2 filters
uc san diego,counselor_teacher,exact_lookup,short_circuit,simple entity lookup
University of Washington admissions profile average sat and gpa,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
universities with strong electrical engineering,parent,filtered_search,medium,faceted search: 1–2 filters
Stanford sports culture vs UC Berkeley sports culture,counselor_teacher,comparison,complex,comparison between entities
Princeton application deadlines,high_school_student,admissions_process,medium,admissions/how-to
Penn State scholarships for merit,college_student,cost_financial_aid,medium,cost and aid
Caltech,high_school_student,exact_lookup,short_circuit,simple entity lookup
UCLA scholarships for international,advisor,cost_financial_aid,medium,cost and aid
cheapest architecture schools in warm states,high_school_student,cost_financial_aid,medium,cost and aid
medium-sized pre-med colleges near a major tech hub under 30k not too competitive,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering
alumni network for Harvard,parent,attribute_lookup,short_circuit,single attribute lookup
northwestern,parent,exact_lookup,short_circuit,simple entity lookup
schools good for introverts,parent,campus_life_fit,llm_needed,subjective fit; likely needs LLM
top neuroscience schools near a major tech hub,parent,filtered_search,medium,faceted search: 1–2 filters
how do i apply to Cornell,parent,admissions_process,medium,admissions/how-to
Rice University housing guarantee beyond freshman year,parent,exact_lookup,short_circuit,simple entity lookup
schools like Virginia Tech but cheaper,advisor,recommendation,complex,needs recommendation/ranking
Carnegie Mellon vs Vanderbilt for film,college_student,comparison,llm_needed,comparison between entities
Duke job placement rate,parent,attribute_lookup,short_circuit,single attribute lookup
ut austin,parent,exact_lookup,short_circuit,simple entity lookup
universities with strong nursing,high_school_student,filtered_search,medium,faceted search: 1–2 filters
do i need sat for Princeton,parent,admissions_process,medium,admissions/how-to
how do i apply to UCLA,parent,admissions_process,medium,admissions/how-to
Carnegie Mellon but cheaper,counselor_teacher,rewrite_needed,complex,requires query rewrite to explicit constraints
Rice University job placement for chemistry,parent,career_outcomes,medium,career outcomes
caltech,counselor_teacher,exact_lookup,short_circuit,simple entity lookup
Cornell scholarships for international,counselor_teacher,cost_financial_aid,medium,cost and aid
Carnegie Mellon scholarships for low income,parent,cost_financial_aid,medium,cost and aid
Penn State application deadlines,parent,admissions_process,medium,admissions/how-to
best psychology schools near Chicago,college_student,filtered_search,medium,faceted search: 1–2 filters
alumni network for Stanford,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
cheapest public health schools near Chicago,parent,cost_financial_aid,medium,cost and aid
usc,college_student,exact_lookup,short_circuit,simple entity lookup
University of Florida admissions profile average sat and gpa,counselor_teacher,admissions_process,medium,admissions/how-to
Northwestern,parent,exact_lookup,short_circuit,simple entity lookup
Princeton but cheaper,advisor,rewrite_needed,complex,requires query rewrite to explicit constraints
universities with strong nursing,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
University of Wisconsin housing policy,counselor_teacher,attribute_lookup,medium,single attribute lookup
schools like Rice University but cheaper,college_student,recommendation,complex,needs recommendation/ranking
recommend large colleges near Chicago for public health safety schools,high_school_student,recommendation,llm_needed,needs recommendation/ranking
universities near a major tech hub with data science and philosophy low tuition,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering
cheapest nursing schools in warm states,parent,cost_financial_aid,medium,cost and aid
how do i apply to Brown,counselor_teacher,admissions_process,medium,admissions/how-to
large architecture colleges in warm states low tuition not too competitive,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
best colleges for business job outcomes,college_student,career_outcomes,medium,career outcomes
Rice University job placement for neuroscience,college_student,career_outcomes,medium,career outcomes
what is the food quality at Columbia,counselor_teacher,campus_life_fit,llm_needed,subjective fit; likely needs LLM
does Rice University have computer science,parent,attribute_lookup,short_circuit,single attribute lookup
MIT admissions profile average sat and gpa,counselor_teacher,recommendation,complex,needs recommendation/ranking
does Columbia have nursing,advisor,attribute_lookup,short_circuit,single attribute lookup
cheapest pre-med schools near a major tech hub,advisor,cost_financial_aid,medium,cost and aid
universities with strong neuroscience,college_student,filtered_search,medium,faceted search: 1–2 filters
stanford job placement rate,high_school_student,attribute_lookup,short_circuit,single attribute lookup
scholarships for Purdue,parent,attribute_lookup,short_circuit,single attribute lookup
recommend medium-sized colleges in Texas for architecture reach schools,advisor,recommendation,complex,needs recommendation/ranking
Carnegie Mellon food quality vs Cornell food quality,high_school_student,comparison,complex,comparison between entities
Purdue scholarships for merit,advisor,cost_financial_aid,medium,cost and aid
four year cost of USC including housing,parent,cost_financial_aid,medium,cost and aid
what schools should i apply to for psychology near Chicago good financial aid,college_student,recommendation,complex,needs recommendation/ranking
colleges in Texas,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
four year cost of University of Maryland including housing,parent,comparison,complex,comparison between entities
best philosophy schools in warm states,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
do i need sat for Northeastern,college_student,admissions_process,medium,admissions/how-to
good nursing schools near Chicago,advisor,filtered_search,medium,faceted search: 1–2 filters
best colleges for pre-law job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
good pre-law schools not Florida,advisor,filtered_search,medium,faceted search: 1–2 filters
good philosophy schools near the beach,college_student,filtered_search,medium,faceted search: 1–2 filters
Carnegie Mellon housing policy,college_student,attribute_lookup,short_circuit,single attribute lookup
schools in warm states with low student-to-faculty ratio,parent,filtered_search,medium,faceted search: 1–2 filters
campus safety for USC,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
Harvard job placement for biology,high_school_student,career_outcomes,medium,career outcomes
do i need sat for Virginia Tech,parent,admissions_process,medium,admissions/how-to
do i need sat for boston university,high_school_student,admissions_process,medium,admissions/how-to
schools not Florida with low student-to-faculty ratio,high_school_student,filtered_search,medium,faceted search: 1–2 filters
does harvard have study abroad,high_school_student,attribute_lookup,short_circuit,single attribute lookup
university of michigan,high_school_student,exact_lookup,short_circuit,simple entity lookup
Northeastern application deadlines,counselor_teacher,admissions_process,medium,admissions/how-to
Harvard,college_student,exact_lookup,short_circuit,simple entity lookup
universities with strong neuroscience,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
tuition for Brown,college_student,attribute_lookup,medium,single attribute lookup
University of Wisconsin,high_school_student,exact_lookup,short_circuit,simple entity lookup
cheapest pre-med schools in California,advisor,cost_financial_aid,medium,cost and aid
schools with strong support for first generation students,counselor_teacher,cost_financial_aid,medium,cost and aid
University of Wisconsin application deadlines,parent,admissions_process,medium,admissions/how-to
how do i apply to Duke,parent,admissions_process,medium,admissions/how-to
affordable finance schools near the beach with good job placement,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
schools in warm states with low student-to-faculty ratio,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
Columbia housing guarantee beyond freshman year,parent,exact_lookup,short_circuit,simple entity lookup
cheapest business schools near Chicago,college_student,cost_financial_aid,medium,cost and aid
University of Michigan scholarships for low income,high_school_student,cost_financial_aid,medium,cost and aid
four year cost of MIT including housing,parent,filtered_search,medium,faceted search: 1–2 filters
cheapest film schools in Texas,parent,cost_financial_aid,medium,cost and aid
universities near Chicago with psychology and philosophy full ride options,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering
colleges not Florida full ride options with good dorms and strong internships,high_school_student,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering
colleges in warm states under 20k with good dorms and strong internships,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
colleges near the beach,parent,filtered_search,medium,faceted search: 1–2 filters
does UCLA have computer science,college_student,attribute_lookup,short_circuit,single attribute lookup
average SAT for University of Maryland,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
Vanderbilt location,advisor,attribute_lookup,short_circuit,single attribute lookup
what schools should i apply to for economics near the beach low tuition,high_school_student,recommendation,complex,needs recommendation/ranking
Caltech but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints
Arizona State scholarships for low income,college_student,cost_financial_aid,medium,cost and aid
what schools should i apply to for chemistry near Chicago under 20k,college_student,recommendation,complex,needs recommendation/ranking
medium-sized philosophy colleges near Chicago under 40k target schools,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
universities with strong psychology,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
cheapest nursing schools in California,counselor_teacher,cost_financial_aid,medium,cost and aid
schools like University of Florida but cheaper,parent,recommendation,complex,needs recommendation/ranking
harvard application deadlines,high_school_student,admissions_process,medium,admissions/how-to
affordable psychology schools near the beach with good job placement,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
NYU diversity vs Harvard diversity,counselor_teacher,comparison,complex,comparison between entities
universities with strong political science,college_student,filtered_search,medium,faceted search: 1–2 filters
Rice University food quality vs Georgia Tech food quality,counselor_teacher,comparison,complex,comparison between entities
schools like University of Maryland but cheaper,high_school_student,recommendation,complex,needs recommendation/ranking
recommend medium-sized colleges near the beach for nursing not too competitive,advisor,recommendation,complex,needs recommendation/ranking
recommend medium-sized colleges not Florida for business target schools,college_student,recommendation,complex,needs recommendation/ranking
colleges in Texas,parent,filtered_search,medium,faceted search: 1–2 filters
Arizona State job placement for architecture,parent,career_outcomes,medium,career outcomes
Duke,high_school_student,exact_lookup,short_circuit,simple entity lookup
what schools should i apply to for biology in warm states good financial aid,advisor,recommendation,complex,needs recommendation/ranking
best colleges for pre-law job outcomes,advisor,career_outcomes,medium,career outcomes
cheapest nursing schools near Chicago,advisor,cost_financial_aid,medium,cost and aid
UC Berkeley admissions profile average sat and gpa,counselor_teacher,career_outcomes,medium,career outcomes
UC San Diego housing policy,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
colleges in warm states,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
universities with strong finance,college_student,filtered_search,medium,faceted search: 1–2 filters
best psychology schools in warm states,high_school_student,filtered_search,medium,faceted search: 1–2 filters
how do i apply to UC Irvine,parent,admissions_process,medium,admissions/how-to
universities with strong philosophy,high_school_student,filtered_search,medium,faceted search: 1–2 filters
top computer science schools near a major tech hub,high_school_student,filtered_search,medium,faceted search: 1–2 filters
University of Florida job placement for psychology,high_school_student,career_outcomes,medium,career outcomes
cheapest data science schools in California,parent,cost_financial_aid,medium,cost and aid
do i need sat for University of Florida,parent,admissions_process,medium,admissions/how-to
Michigan,parent,exact_lookup,short_circuit,simple entity lookup
schools like Duke but cheaper,advisor,recommendation,complex,needs recommendation/ranking
Boston University job placement for nursing,parent,career_outcomes,medium,career outcomes
how do i apply to northwestern,high_school_student,admissions_process,medium,admissions/how-to
University of Washington admissions profile average sat and gpa,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
Princeton vs Harvard for political science,counselor_teacher,comparison,complex,comparison between entities
universities in California with public health and philosophy good financial aid,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering
Arizona State housing guarantee beyond freshman year,parent,attribute_lookup,medium,single attribute lookup
four year cost of Boston University including housing,parent,career_outcomes,medium,career outcomes
Boston University job placement for chemistry,high_school_student,career_outcomes,medium,career outcomes
colleges in Texas under 30k with good dorms and strong internships,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering
small nursing colleges in warm states good financial aid target schools,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
Rice University,parent,exact_lookup,short_circuit,simple entity lookup
how do i apply to Stanford,advisor,admissions_process,medium,admissions/how-to
Caltech job placement for biology,college_student,career_outcomes,medium,career outcomes
cheapest biology schools in California,high_school_student,cost_financial_aid,medium,cost and aid
UT Austin mental health counseling,parent,attribute_lookup,short_circuit,single attribute lookup
how do i apply to UT Austin,parent,admissions_process,medium,admissions/how-to
Northwestern but cheaper,high_school_student,rewrite_needed,complex,requires query rewrite to explicit constraints
create a balanced list: reach target safety for data science near a major tech hub under 40k,advisor,admissions_process,medium,admissions/how-to
what is the Greek life presence at Princeton,parent,campus_life_fit,llm_needed,subjective fit; likely needs LLM
colleges not Florida,high_school_student,filtered_search,medium,faceted search: 1–2 filters
how do i apply to UC Irvine,high_school_student,admissions_process,medium,admissions/how-to
colleges in warm states under 30k with good dorms and strong internships,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
create a balanced list: reach target safety for aerospace engineering in California good financial aid,advisor,filtered_search,medium,faceted search: 1–2 filters
what is the competitive culture at Georgia Tech,college_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM
four year cost of UC Berkeley including housing,parent,attribute_lookup,short_circuit,single attribute lookup
four year cost of UC Irvine including housing,parent,attribute_lookup,short_circuit,single attribute lookup
University of Florida introvert-friendly culture vs Virginia Tech introvert-friendly culture,college_student,comparison,complex,comparison between entities
colleges near the beach,advisor,filtered_search,medium,faceted search: 1–2 filters
cheapest electrical engineering schools in Texas,college_student,cost_financial_aid,medium,cost and aid
recommend small colleges in warm states for architecture reach schools,parent,recommendation,complex,needs recommendation/ranking
do i need sat for Rice University,counselor_teacher,admissions_process,medium,admissions/how-to
Georgia Tech job placement for mechanical engineering,parent,career_outcomes,medium,career outcomes
create a balanced list: reach target safety for electrical engineering in Texas under 40k,advisor,cost_financial_aid,medium,cost and aid
University of Florida vibe vs Purdue vibe,parent,comparison,complex,comparison between entities
affordable data science schools not Florida with good job placement,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
University of Florida job placement for psychology,advisor,career_outcomes,medium,career outcomes
create a balanced list: reach target safety for neuroscience near Chicago under 20k,advisor,career_outcomes,medium,career outcomes
does Rice University have computer science,college_student,attribute_lookup,short_circuit,single attribute lookup
UT Austin,high_school_student,exact_lookup,short_circuit,simple entity lookup
four year cost of USC including housing,parent,recommendation,llm_needed,needs recommendation/ranking
Northwestern but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints
top architecture schools not Florida,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
small film colleges in Texas under 40k not too competitive,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
UC Berkeley housing guarantee beyond freshman year,parent,attribute_lookup,short_circuit,single attribute lookup
colleges near a major tech hub low tuition with good dorms and strong internships,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
colleges near Chicago,college_student,filtered_search,medium,faceted search: 1–2 filters
Arizona State,high_school_student,exact_lookup,short_circuit,simple entity lookup
Rice University application deadlines,counselor_teacher,admissions_process,medium,admissions/how-to
create a balanced list: reach target safety for philosophy not Florida full ride options,advisor,career_outcomes,medium,career outcomes
do i need sat for Vanderbilt,parent,admissions_process,medium,admissions/how-to
medium-sized economics colleges near a major tech hub under 30k reach schools,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
Duke campus culture vs Harvard campus culture,college_student,comparison,complex,comparison between entities
Cornell vs Northwestern,college_student,comparison,complex,comparison between entities
Northwestern job placement for philosophy,advisor,career_outcomes,medium,career outcomes
what is the vibe at UC San Diego,college_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM
create a balanced list: reach target safety for finance near Chicago under 40k,advisor,admissions_process,medium,admissions/how-to
University of Michigan vs UCLA,college_student,comparison,complex,comparison between entities
what is the campus culture at Northeastern,advisor,campus_life_fit,llm_needed,subjective fit; likely needs LLM
good public health schools in California,high_school_student,filtered_search,medium,faceted search: 1–2 filters
University of Wisconsin scholarships for merit,advisor,cost_financial_aid,medium,cost and aid
universities near a major tech hub with data science and philosophy under 20k,advisor,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering
Stanford scholarships for first gen,counselor_teacher,cost_financial_aid,medium,cost and aid
Purdue admissions profile average sat and gpa,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
universities near the beach with philosophy and philosophy full ride options,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
Caltech vs MIT,high_school_student,comparison,complex,comparison between entities
create a balanced list: reach target safety for philosophy near the beach under 30k,advisor,recommendation,complex,needs recommendation/ranking
universities with strong electrical engineering,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
Virginia Tech application deadlines,counselor_teacher,admissions_process,medium,admissions/how-to
Columbia job placement for biology,advisor,career_outcomes,medium,career outcomes
recommend medium-sized colleges in warm states for pre-med not too competitive,college_student,recommendation,complex,needs recommendation/ranking
Cornell application deadlines,counselor_teacher,admissions_process,medium,admissions/how-to
schools like UCLA but cheaper,advisor,recommendation,complex,needs recommendation/ranking
affordable political science schools near the beach with good job placement,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
University of Wisconsin vs University of Michigan for chemistry,counselor_teacher,comparison,complex,comparison between entities
recommend small colleges not Florida for finance reach schools,advisor,recommendation,complex,needs recommendation/ranking
what is the dorm quality at Northeastern,parent,campus_life_fit,llm_needed,subjective fit; likely needs LLM
location for Princeton,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
Carnegie Mellon,parent,exact_lookup,short_circuit,simple entity lookup
UT Austin job placement rate,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
Caltech study abroad,parent,attribute_lookup,short_circuit,single attribute lookup
colleges in warm states low tuition with good dorms and strong internships,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering
Stanford acceptance rate,high_school_student,attribute_lookup,short_circuit,single attribute lookup
recommend large colleges near a major tech hub for philosophy reach schools,advisor,recommendation,complex,needs recommendation/ranking
does Arizona State have nursing,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
Northwestern scholarships for international,parent,cost_financial_aid,medium,cost and aid
Purdue admissions profile average sat and gpa,counselor_teacher,exact_lookup,short_circuit,simple entity lookup
Caltech location,college_student,attribute_lookup,short_circuit,single attribute lookup
does Cornell have computer science,college_student,attribute_lookup,short_circuit,single attribute lookup
Purdue collaborative culture vs Georgia Tech collaborative culture,advisor,comparison,complex,comparison between entities
schools in warm states with low student-to-faculty ratio,advisor,filtered_search,medium,faceted search: 1–2 filters
universities with strong chemistry,high_school_student,filtered_search,medium,faceted search: 1–2 filters
university of maryland,counselor_teacher,exact_lookup,short_circuit,simple entity lookup
universities in warm states with aerospace engineering and philosophy under 20k,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
Princeton tuition,parent,attribute_lookup,short_circuit,single attribute lookup
UT Austin,college_student,exact_lookup,short_circuit,simple entity lookup
rankings for Arizona State,high_school_student,attribute_lookup,short_circuit,single attribute lookup
MIT application deadlines,college_student,admissions_process,medium,admissions/how-to
northwestern,high_school_student,exact_lookup,short_circuit,simple entity lookup
UC San Diego but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints
UCLA,high_school_student,exact_lookup,short_circuit,simple entity lookup
UC Irvine housing guarantee beyond freshman year,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering
Harvard housing policy,college_student,attribute_lookup,short_circuit,single attribute lookup
UCLA but cheaper,parent,rewrite_needed,complex,requires query rewrite to explicit constraints
recommend small colleges near Chicago for public health not too competitive,college_student,recommendation,complex,needs recommendation/ranking
how do i apply to Virginia Tech,parent,admissions_process,medium,admissions/how-to
recommend small colleges in Texas for electrical engineering safety schools,advisor,recommendation,complex,needs recommendation/ranking
