query_text,persona,intent_label,primary_route,complexity,entities,route,notes,source_file,raw_persona,raw_intent,raw_route,standardization_notes,entity_types
what schools should i apply to for nursing,parent,filtered_search,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval",major_or_program
what schools should i apply to for data science,counselor_teacher,filtered_search,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,counselor_teacher,recommendation,,"persona:counselor_teacher->counselor_teacher,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval",
best colleges for business job outcomes,advisor,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,advisor,career_outcomes,,"persona:advisor->advisor,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","major_or_program,career_outcome_cue"
Purdue tuition vs Rice University tuition,counselor_teacher,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
schools like USC but cheaper,advisor,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,advisor,recommendation,,"persona:advisor->advisor,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,rewrite_cue"
Cornell scholarships,advisor,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,advisor,cost_financial_aid,,"persona:advisor->advisor,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
schools like Duke but cheaper,college_student,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,college_student,recommendation,,"persona:college_student->college_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,rewrite_cue"
best chemistry schools near the beach,college_student,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,college_student,filtered_search,,"persona:college_student->college_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
small philosophy colleges near Chicago good financial aid,parent,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","location,cost_constraint"
universities with strong data science,counselor_teacher,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,counselor_teacher,filtered_search,,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",
Purdue application deadlines,counselor_teacher,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,counselor_teacher,admissions_process,,"persona:counselor_teacher->counselor_teacher,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
best philosophy schools in Texas,counselor_teacher,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,counselor_teacher,filtered_search,,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
best data science schools in warm states,college_student,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,college_student,filtered_search,,"persona:college_student->college_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
recommend small colleges in warm states for architecture,college_student,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,college_student,recommendation,,"persona:college_student->college_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","major_or_program,location"
Cornell average SAT,counselor_teacher,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,counselor_teacher,attribute_lookup,,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,admissions_or_attribute_signal"
Duke job placement for engineering,parent,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,parent,career_outcomes,,"persona:parent->parent,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,major_or_program,career_outcome_cue"
Caltech rankings,college_student,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",
Purdue job placement for electrical engineering,college_student,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,college_student,career_outcomes,,"persona:college_student->college_student,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,major_or_program,career_outcome_cue"
does Duke have psychology,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,major_or_program"
best economics schools in Texas,advisor,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,advisor,filtered_search,,"persona:advisor->advisor,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location"
Caltech but cheaper,college_student,rewrite_needed,llm,complex,nan,nan,rewrite needed,Data - Shivansh.csv,college_student,rewrite_needed,,"persona:college_student->college_student,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm",rewrite_cue
Rice University student-to-faculty ratio,parent,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
University of Washington vs UCLA for business,counselor_teacher,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
recommend small colleges near Chicago for psychology,parent,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","major_or_program,location"
colleges near Chicago under 40k with strong research,college_student,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
Purdue campus culture,counselor_teacher,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,counselor_teacher,campus_life_fit,,"persona:counselor_teacher->counselor_teacher,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
what schools should i apply to for data science,parent,filtered_search,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval",
Georgia Tech financial aid,parent,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,parent,cost_financial_aid,,"persona:parent->parent,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
NYU vs Arizona State,college_student,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,college_student,comparison,,"persona:college_student->college_student,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
average ACT for Stanford,college_student,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
NYU campus culture,parent,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,parent,campus_life_fit,,"persona:parent->parent,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
Cornell scholarships,parent,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,parent,cost_financial_aid,,"persona:parent->parent,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
columbia,advisor,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,advisor,exact_lookup,,"persona:advisor->advisor,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
University of Washington campus culture,parent,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,parent,campus_life_fit,,"persona:parent->parent,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
Cornell student-to-faculty ratio,parent,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
recommend small colleges in Texas for chemistry,parent,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval",location
Harvard vs UC San Diego,parent,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
UCLA vs Northwestern,advisor,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,advisor,comparison,,"persona:advisor->advisor,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
average SAT for University of Florida,parent,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,location,admissions_or_attribute_signal"
how do i apply to Virginia Tech,college_student,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
University of Washington rankings,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
NYU scholarships,counselor_teacher,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,counselor_teacher,cost_financial_aid,,"persona:counselor_teacher->counselor_teacher,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
Penn State campus culture,college_student,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,college_student,campus_life_fit,,"persona:college_student->college_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
UT Austin financial aid,college_student,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,college_student,cost_financial_aid,,"persona:college_student->college_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
colleges near the beach,counselor_teacher,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,counselor_teacher,filtered_search,,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
Penn State vs Brown for computer science,counselor_teacher,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
Georgia Tech campus culture,counselor_teacher,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,counselor_teacher,campus_life_fit,,"persona:counselor_teacher->counselor_teacher,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
Duke vs Harvard for biology,college_student,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,college_student,comparison,,"persona:college_student->college_student,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
Princeton campus culture,college_student,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,college_student,campus_life_fit,,"persona:college_student->college_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
recommend medium-sized colleges near a tech hub for psychology,advisor,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,advisor,recommendation,,"persona:advisor->advisor,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval",major_or_program
Cornell vs Stanford for computer science,advisor,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,advisor,comparison,,"persona:advisor->advisor,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
best chemistry schools in California,counselor_teacher,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,counselor_teacher,filtered_search,,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
how do i apply to Caltech,parent,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,parent,admissions_process,,"persona:parent->parent,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",
does USC have business,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,major_or_program"
Columbia but cheaper,counselor_teacher,rewrite_needed,llm,complex,nan,nan,rewrite needed,Data - Shivansh.csv,counselor_teacher,rewrite_needed,,"persona:counselor_teacher->counselor_teacher,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm","school,rewrite_cue"
Brown but cheaper,advisor,rewrite_needed,llm,complex,nan,nan,rewrite needed,Data - Shivansh.csv,advisor,rewrite_needed,,"persona:advisor->advisor,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm","school,rewrite_cue"
University of Washington campus culture,college_student,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,college_student,campus_life_fit,,"persona:college_student->college_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
University of Michigan campus culture,parent,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,parent,campus_life_fit,,"persona:parent->parent,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
what schools should i apply to for psychology,advisor,filtered_search,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,advisor,recommendation,,"persona:advisor->advisor,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval",major_or_program
Virginia Tech job placement for chemistry,advisor,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,advisor,career_outcomes,,"persona:advisor->advisor,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,career_outcome_cue"
does Cornell have electrical engineering,college_student,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,major_or_program"
what schools should i apply to for data science,advisor,filtered_search,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,advisor,recommendation,,"persona:advisor->advisor,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval",
princeton,counselor_teacher,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,counselor_teacher,exact_lookup,,"persona:counselor_teacher->counselor_teacher,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
UCLA,counselor_teacher,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,counselor_teacher,exact_lookup,,"persona:counselor_teacher->counselor_teacher,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
UC San Diego job placement,college_student,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",career_outcome_cue
Stanford tuition vs University of Washington tuition,advisor,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,advisor,comparison,,"persona:advisor->advisor,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
Penn State vs MIT,counselor_teacher,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
best psychology schools in the Midwest,parent,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location"
what schools should i apply to for chemistry,college_student,filtered_search,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,college_student,recommendation,,"persona:college_student->college_student,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval",
University of Florida job placement for economics,parent,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,parent,career_outcomes,,"persona:parent->parent,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,major_or_program,location,career_outcome_cue"
best colleges for data science job outcomes,counselor_teacher,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,counselor_teacher,career_outcomes,,"persona:counselor_teacher->counselor_teacher,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval",career_outcome_cue
Cornell application deadlines,college_student,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
Harvard job placement for philosophy,parent,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,parent,career_outcomes,,"persona:parent->parent,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,career_outcome_cue"
cheapest psychology schools in the Midwest,college_student,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,college_student,cost_financial_aid,,"persona:college_student->college_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","major_or_program,location"
financial aid for Virginia Tech,parent,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,cost_constraint"
best nursing schools near Chicago,college_student,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,college_student,filtered_search,,"persona:college_student->college_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location"
how do i apply to Northwestern,college_student,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
colleges near Chicago under 20k with strong research,college_student,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
affordable architecture schools in Texas with good internships,parent,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
purdue,advisor,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,advisor,exact_lookup,,"persona:advisor->advisor,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
small biology colleges in California low tuition,college_student,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,cost_constraint"
schools like Penn State but cheaper,college_student,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,college_student,recommendation,,"persona:college_student->college_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,rewrite_cue"
rankings for Carnegie Mellon,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
ut austin,parent,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,parent,exact_lookup,,"persona:parent->parent,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
colleges near a tech hub good financial aid with strong research,college_student,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",cost_constraint
large architecture colleges in the Midwest good financial aid,college_student,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,cost_constraint"
affordable architecture schools in the Midwest with good internships,advisor,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,advisor,multi_constraint,,"persona:advisor->advisor,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
how do i apply to Northwestern,advisor,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,advisor,admissions_process,,"persona:advisor->advisor,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
recommend small colleges in Texas for chemistry,advisor,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,advisor,recommendation,,"persona:advisor->advisor,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval",location
how do i apply to Rice University,parent,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,parent,admissions_process,,"persona:parent->parent,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
small mechanical engineering colleges in warm states under 20k,parent,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
large philosophy colleges in warm states low tuition,parent,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","location,cost_constraint"
University of Florida tuition vs Arizona State tuition,counselor_teacher,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,location,cost_constraint"
schools like Arizona State but cheaper,parent,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,rewrite_cue"
NYU vs Duke for engineering,parent,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
Harvard financial aid,counselor_teacher,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,counselor_teacher,cost_financial_aid,,"persona:counselor_teacher->counselor_teacher,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
recommend medium-sized colleges near Chicago for chemistry,counselor_teacher,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,counselor_teacher,recommendation,,"persona:counselor_teacher->counselor_teacher,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval",location
Duke but cheaper,counselor_teacher,rewrite_needed,llm,complex,nan,nan,rewrite needed,Data - Shivansh.csv,counselor_teacher,rewrite_needed,,"persona:counselor_teacher->counselor_teacher,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm","school,rewrite_cue"
Columbia student-to-faculty ratio,counselor_teacher,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,counselor_teacher,attribute_lookup,,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
how do i apply to UT Austin,counselor_teacher,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,counselor_teacher,admissions_process,,"persona:counselor_teacher->counselor_teacher,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
financial aid for University of Michigan,counselor_teacher,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,counselor_teacher,attribute_lookup,,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,cost_constraint"
