query_text,persona,intent_label,complexity,notes,route,tier,entity_types,normalization_flags
cheapest film schools near the beach,counselor_teacher,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
what is the Greek life presence at Vanderbilt,college_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM,llm_advisory,complex,school,
does Caltech have study abroad,college_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,,
harvard job placement rate,high_school_student,career_outcomes,medium,single attribute lookup,outcomes_pipeline,medium,"school,career_outcome_cue",intent:career_pattern
best colleges for nursing job outcomes,college_student,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
what schools should i apply to for chemistry in warm states full ride options,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"location,cost_constraint",
universities near Chicago with chemistry and philosophy full ride options,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"location,cost_constraint",
University of Florida food quality vs Stanford food quality,advisor,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,location",
average SAT for University of Maryland,advisor,admissions_process,short_circuit,single attribute lookup,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_pattern
Duke vs Purdue,counselor_teacher,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
UC San Diego job placement for mechanical engineering,parent,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
Rice University,high_school_student,direct_lookup,medium,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
how do i apply to MIT,advisor,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,school,
Northwestern mental health counseling,parent,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
what schools should i apply to for public health near Chicago under 20k,parent,filtered_search,complex,needs recommendation/ranking,semantic_or_faceted_search,medium,location,intent:filtered_search_pattern
nyu,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
Rice University clubs,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
Brown scholarships for international,college_student,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
do i need sat for University of Florida,high_school_student,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,location,admissions_or_attribute_signal",
does Harvard have study abroad,advisor,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
schools like University of Florida but cheaper,college_student,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,location,rewrite_cue",intent:rewrite_pattern
how do i apply to Purdue,counselor_teacher,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,school,
schools like Brown but cheaper,advisor,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
Arizona State vs Penn State for film,counselor_teacher,comparison,llm_needed,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
schools like Rice University but cheaper,advisor,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
how do i apply to USC,advisor,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,school,
four year cost of University of Wisconsin including housing,parent,cost_financial_aid,medium,faceted search: 1–2 filters,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
Caltech food quality vs Carnegie Mellon food quality,counselor_teacher,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
universities not Florida with mechanical engineering and philosophy full ride options,high_school_student,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
colleges where people dont care about football,counselor_teacher,filtered_search,llm_needed,subjective fit; likely needs LLM,semantic_or_faceted_search,medium,,intent:filtered_search_pattern
universities in warm states with computer science and philosophy under 20k,high_school_student,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location",
four year cost of Brown including housing,parent,cost_financial_aid,medium,admissions/how-to,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
Brown vs Northwestern for pre-med,counselor_teacher,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
Boston University,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
schools like Vanderbilt but cheaper,advisor,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
what schools should i apply to for public health near a major tech hub low tuition,college_student,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,cost_constraint,
four year cost of MIT including housing,parent,cost_financial_aid,complex,needs recommendation/ranking,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
NYU diversity vs UCLA diversity,advisor,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
MIT housing guarantee beyond freshman year,parent,attribute_lookup,medium,cost and aid,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
ut austin,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,
Caltech admissions profile average sat and gpa,counselor_teacher,admissions_process,medium,career outcomes,faq_or_guidance,medium,admissions_or_attribute_signal,intent:admissions_profile_pattern
affordable political science schools not florida with good job placement,high_school_student,career_outcomes,complex,multi-constraint: requires multi-step filtering,outcomes_pipeline,medium,"location,career_outcome_cue",intent:career_pattern
does Purdue have pre-med advising,high_school_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program",
colleges near Chicago low tuition with good dorms and strong internships,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"location,cost_constraint",
what schools should i apply to for pre-med near the beach under 40k,high_school_student,filtered_search,complex,needs recommendation/ranking,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
Cornell job placement for pre-med,parent,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"school,major_or_program,career_outcome_cue",
Brown job placement for nursing,college_student,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"school,major_or_program,career_outcome_cue",
large business colleges in warm states under 40k safety schools,college_student,filtered_search,complex,multi-constraint: requires multi-step filtering,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
UT Austin average SAT,high_school_student,admissions_process,short_circuit,single attribute lookup,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_pattern
create a balanced list: reach target safety for architecture near the beach under 30k,advisor,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"major_or_program,location",
Columbia vs Penn State,advisor,comparison,llm_needed,comparison between entities,compare_pipeline,complex,"school,comparison_target",
Cornell,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
what is the Greek life presence at Northeastern,advisor,campus_life_fit,llm_needed,subjective fit; likely needs LLM,llm_advisory,complex,,
Cornell internship placement,advisor,career_outcomes,short_circuit,single attribute lookup,outcomes_pipeline,medium,"school,career_outcome_cue",intent:career_pattern
colleges in California,college_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,location,
best colleges for political science job outcomes,college_student,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,career_outcome_cue,
what schools should i apply to for pre-med in Texas under 20k,parent,filtered_search,complex,needs recommendation/ranking,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
four year cost of University of Maryland including housing,parent,cost_financial_aid,short_circuit,single attribute lookup,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
schools with strong support for first generation students,counselor_teacher,filtered_search,llm_needed,needs recommendation/ranking,semantic_or_faceted_search,medium,,intent:first_gen_support_pattern
USC vs University of Washington for mechanical engineering,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
Columbia,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
recommend small colleges near Chicago for computer science reach schools,college_student,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
UC Irvine,high_school_student,direct_lookup,medium,simple entity lookup,typesense_only,easy,,
does University of Michigan have computer science,college_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program",
what schools should i apply to for business in Texas under 20k,counselor_teacher,filtered_search,complex,needs recommendation/ranking,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
recommend large colleges in warm states for aerospace engineering safety schools,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
create a balanced list: reach target safety for nursing near Chicago good financial aid,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
recommend medium-sized colleges in California for computer science target schools,college_student,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
UCLA housing guarantee beyond freshman year,parent,attribute_lookup,medium,faceted search: 1–2 filters,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
Purdue vs Cornell,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
colleges near Chicago,parent,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,location,
four year cost of University of Florida including housing,parent,cost_financial_aid,short_circuit,single attribute lookup,finance_guidance,medium,"school,location,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
good finance schools not florida,high_school_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,location,
top pre-law schools near Chicago,high_school_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
University of Michigan admissions profile average sat and gpa,counselor_teacher,admissions_process,medium,faceted search: 1–2 filters,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
does MIT have computer science,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program",
medium-sized public health colleges near Chicago under 20k reach schools,advisor,filtered_search,llm_needed,multi-constraint: requires multi-step filtering,semantic_or_faceted_search,medium,location,intent:filtered_search_pattern
create a balanced list: reach target safety for political science in California good financial aid,advisor,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"location,cost_constraint",
universities with strong finance,high_school_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,,
does University of Washington have computer science,college_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program",
colleges in California under 30k with good dorms and strong internships,counselor_teacher,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,location,
recommend large colleges in Texas for psychology not too competitive,counselor_teacher,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
create a balanced list: reach target safety for pre-law not Florida under 30k,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location",
create a balanced list: reach target safety for economics near the beach low tuition,advisor,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"major_or_program,location,cost_constraint",
Michigan,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,,
what is the party scene at Brown,counselor_teacher,campus_life_fit,llm_needed,subjective fit; likely needs LLM,llm_advisory,complex,school,
UC San Diego application deadlines,parent,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,admissions_or_attribute_signal,
Princeton housing guarantee beyond freshman year,parent,attribute_lookup,medium,admissions/how-to,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
cheapest architecture schools not Florida,parent,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
Cornell,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
Vanderbilt vs MIT for film,parent,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
recommend large colleges near a major tech hub for mechanical engineering not too competitive,counselor_teacher,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,major_or_program,
scholarships for Brown,high_school_student,cost_financial_aid,short_circuit,single attribute lookup,finance_guidance,medium,"school,cost_constraint",intent:cost_pattern
USC vs University of Maryland for economics,high_school_student,comparison,llm_needed,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
University of Wisconsin vs Arizona State for economics,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
create a balanced list: reach target safety for aerospace engineering near the beach good financial aid,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
what schools should i apply to for film near a major tech hub under 40k,high_school_student,filtered_search,complex,needs recommendation/ranking,semantic_or_faceted_search,medium,major_or_program,intent:filtered_search_pattern
cheapest neuroscience schools near Chicago,parent,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
Caltech vs Purdue for neuroscience,advisor,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
create a balanced list: reach target safety for philosophy not Florida low tuition,advisor,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"location,cost_constraint",
four year cost of University of Maryland including housing,parent,cost_financial_aid,medium,single attribute lookup,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
do i need sat for Princeton,counselor_teacher,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
universities near the beach with engineering and philosophy under 40k,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location",
cheapest film schools near the beach,high_school_student,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
small pre-med colleges not Florida good financial aid not too competitive,counselor_teacher,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
cheapest pre-law schools in Texas,parent,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
UT Austin food quality vs Northeastern food quality,counselor_teacher,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
Vanderbilt application deadlines,counselor_teacher,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
Caltech scholarships for first gen,college_student,cost_financial_aid,medium,cost and aid,finance_guidance,medium,cost_constraint,
schools like Purdue but cheaper,college_student,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
schools with normal people,counselor_teacher,campus_life_fit,complex,requires query rewrite to explicit constraints,llm_advisory,complex,fit_or_culture_cue,intent:campus_fit_pattern
universities near Chicago with nursing and philosophy low tuition,parent,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
University of Florida Greek life presence vs University of Washington Greek life presence,high_school_student,comparison,llm_needed,comparison between entities,compare_pipeline,complex,"school,comparison_target,location",
cheapest economics schools in warm states,high_school_student,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
UT Austin student-to-faculty ratio,college_student,attribute_lookup,medium,single attribute lookup,typesense_plus_metadata,easy,school,
Brown scholarships for international,parent,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
top architecture schools not Florida,advisor,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
what schools should i apply to for aerospace engineering near the beach low tuition,parent,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location,cost_constraint",
recommend medium-sized colleges not Florida for business not too competitive,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
what schools should i apply to for pre-law near the beach under 20k,college_student,filtered_search,complex,needs recommendation/ranking,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
Virginia Tech job placement for aerospace engineering,college_student,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"school,major_or_program,career_outcome_cue",
Vanderbilt application deadlines,parent,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
large aerospace engineering colleges near a major tech hub under 40k reach schools,college_student,filtered_search,complex,multi-constraint: requires multi-step filtering,semantic_or_faceted_search,medium,major_or_program,intent:filtered_search_pattern
tuition for vanderbilt,high_school_student,cost_financial_aid,short_circuit,single attribute lookup,finance_guidance,medium,"school,cost_constraint",intent:cost_pattern
four year cost of University of Michigan including housing,parent,cost_financial_aid,complex,multi-constraint: requires multi-step filtering,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
university of florida vs northeastern,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,location",
small pre-med colleges near Chicago under 40k target schools,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location",
large philosophy colleges near a major tech hub under 20k reach schools,college_student,filtered_search,complex,multi-constraint: requires multi-step filtering,semantic_or_faceted_search,medium,,intent:filtered_search_pattern
Northwestern collaborative culture vs MIT collaborative culture,college_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,fit_or_culture_cue",
UT Austin vs University of Wisconsin,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
best colleges for pre-med job outcomes,college_student,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
recommend large colleges in Texas for philosophy safety schools,high_school_student,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,location,
Virginia Tech scholarships for international,advisor,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
does Brown have pre-med advising,high_school_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program",
Cornell vs University of Michigan for engineering,counselor_teacher,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
UC Berkeley campus safety,parent,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
cheapest mechanical engineering schools not Florida,high_school_student,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
good psychology schools in California,high_school_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
universities with strong film,college_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,major_or_program,
recommend small colleges near the beach for finance reach schools,counselor_teacher,recommendation,llm_needed,needs recommendation/ranking,recommendation_workflow,complex,location,
University of Maryland vs Brown for pre-med,advisor,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,major_or_program",
four year cost of Arizona State including housing,parent,cost_financial_aid,complex,needs recommendation/ranking,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
Brown housing guarantee beyond freshman year,parent,attribute_lookup,medium,cost and aid,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
do i need sat for UC Irvine,parent,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,admissions_or_attribute_signal,
schools in warm states with low student-to-faculty ratio,college_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,location,
create a balanced list: reach target safety for public health in warm states good financial aid,advisor,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"location,cost_constraint",
what schools should i apply to for economics not Florida good financial aid,parent,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location,cost_constraint",
Caltech acceptance rate,advisor,attribute_lookup,medium,single attribute lookup,typesense_plus_metadata,easy,admissions_or_attribute_signal,
USC,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
what schools should i apply to for aerospace engineering in Texas full ride options,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location,cost_constraint",
what is the campus culture at Purdue,high_school_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM,llm_advisory,complex,"school,fit_or_culture_cue",
cornell mental health counseling,high_school_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
Duke dorm quality vs Purdue dorm quality,advisor,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
UT Austin vs Arizona State,counselor_teacher,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
Northeastern housing guarantee beyond freshman year,parent,attribute_lookup,medium,faceted search: 1–2 filters,typesense_plus_metadata,easy,admissions_or_attribute_signal,intent:housing_guarantee_pattern
Princeton scholarships for international,parent,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
research opportunities for Harvard,parent,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
Brown admissions profile average sat and gpa,counselor_teacher,admissions_process,llm_needed,multi-constraint: requires multi-step filtering,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
cheapest pre-med schools not Florida,advisor,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
study abroad for UCLA,parent,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
top nursing schools near Chicago,parent,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
do i need sat for Purdue,parent,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
schools like Rice University but cheaper,parent,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
University of Maryland sports culture vs UC San Diego sports culture,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,fit_or_culture_cue",
good pre-law schools not Florida,parent,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
does University of Florida have pre-med advising,parent,attribute_lookup,medium,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program,location",
four year cost of Columbia including housing,parent,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",
four year cost of UT Austin including housing,parent,cost_financial_aid,complex,requires query rewrite to explicit constraints,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
Northwestern application deadlines,parent,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
what is the competitive culture at University of Florida,college_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM,llm_advisory,complex,"school,location,fit_or_culture_cue",
cheapest data science schools in warm states,high_school_student,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,location,intent:filtered_search_pattern
Virginia Tech scholarships for merit,advisor,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
princeton campus safety,high_school_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
Arizona State internship placement,parent,career_outcomes,short_circuit,single attribute lookup,outcomes_pipeline,medium,"school,career_outcome_cue",intent:career_pattern
Columbia but cheaper,parent,rewrite_needed,complex,requires query rewrite to explicit constraints,rewrite_then_route,complex,"school,rewrite_cue",
small chemistry colleges in warm states under 40k target schools,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,location,
how do i apply to Duke,advisor,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,school,
colleges in Texas good financial aid with good dorms and strong internships,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"location,cost_constraint",
UC San Diego student-to-faculty ratio,advisor,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,,
university of maryland vs usc,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
what schools should i apply to for economics near a major tech hub full ride options,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,cost_constraint",
MIT application deadlines,advisor,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
recommend small colleges near Chicago for aerospace engineering not too competitive,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
UCLA admissions profile average sat and gpa,counselor_teacher,admissions_process,short_circuit,simple entity lookup,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
Duke application deadlines,high_school_student,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
create a balanced list: reach target safety for philosophy in warm states full ride options,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"location,cost_constraint",
UT Austin scholarships for merit,high_school_student,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
UC San Diego job placement rate,parent,career_outcomes,short_circuit,single attribute lookup,outcomes_pipeline,medium,career_outcome_cue,intent:career_pattern
good architecture schools in California,college_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
small biology colleges in warm states full ride options not too competitive,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
schools like University of Washington but cheaper,advisor,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
affordable economics schools near Chicago with good job placement,advisor,career_outcomes,complex,multi-constraint: requires multi-step filtering,outcomes_pipeline,medium,"major_or_program,location,career_outcome_cue",intent:career_pattern
what is the competitive culture at Georgia Tech,high_school_student,campus_life_fit,llm_needed,subjective fit; likely needs LLM,llm_advisory,complex,"school,fit_or_culture_cue",
Cornell job placement for pre-law,parent,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"school,major_or_program,career_outcome_cue",
large engineering colleges near the beach good financial aid reach schools,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
Columbia food quality vs Carnegie Mellon food quality,college_student,comparison,llm_needed,comparison between entities,compare_pipeline,complex,"school,comparison_target",
top architecture schools near a major tech hub,college_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,major_or_program,
medium-sized film colleges in California under 30k target schools,parent,filtered_search,complex,multi-constraint: requires multi-step filtering,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
location for Penn State,advisor,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
schools good for introverts,advisor,campus_life_fit,llm_needed,subjective fit; likely needs LLM,llm_advisory,complex,fit_or_culture_cue,
universities with strong pre-med,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,major_or_program,
four year cost of Vanderbilt including housing,parent,cost_financial_aid,medium,career outcomes,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
colleges not Florida under 40k with good dorms and strong internships,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,location,
create a balanced list: reach target safety for philosophy near a major tech hub good financial aid,advisor,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,cost_constraint,
UC San Diego dorm quality vs Vanderbilt dorm quality,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
