Query,Persona,Intent,Complexity,Entities,Route,Notes
universities with strong architecture,counselor_teacher,filtered_search,medium,,,filter search
how do i apply to Northwestern,college_student,admissions_process,medium,,,admissions
penn state,college_student,exact_lookup,short_circuit,,,simple entity
MIT,advisor,exact_lookup,short_circuit,,,simple entity
schools like Brown but cheaper,advisor,recommendation,complex,,,recommendation
UC Berkeley job placement for computer science,advisor,career_outcomes,medium,,,career outcomes
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
do i need sat for MIT,college_student,admissions_process,medium,,,admissions
best psychology schools in Texas,college_student,filtered_search,medium,,,filter search
Virginia Tech tuition vs Stanford tuition,counselor_teacher,comparison,complex,,,comparison
what schools should i apply to for data science,college_student,recommendation,complex,,,recommendation
princeton,college_student,exact_lookup,short_circuit,,,simple entity
best business schools near a tech hub,advisor,filtered_search,medium,,,filter search
colleges near Chicago,parent,filtered_search,medium,,,filter search
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
schools like Caltech but cheaper,parent,recommendation,complex,,,recommendation
MIT financial aid,college_student,cost_financial_aid,medium,,,cost aid
api access for college partners,advisor,b2b_partnership,llm_needed,,,B2B
harvard but less stressful,advisor,rewrite_needed,complex,,,rewrite needed
schools with collaborative culture,parent,campus_life_fit,llm_needed,,,fit question
uc berkeley,parent,exact_lookup,short_circuit,,,simple entity
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
Caltech application deadlines,parent,admissions_process,medium,,,admissions
medium-sized business colleges in the Midwest under 20k,college_student,multi_constraint,complex,,,multi constraint
UCLA research opportunities,college_student,attribute_lookup,medium,,,single attribute
pricing for partner universities,counselor_teacher,b2b_partnership,llm_needed,,,B2B
Virginia Tech financial aid,advisor,cost_financial_aid,medium,,,cost aid
affordable philosophy schools in warm states with good internships,advisor,multi_constraint,complex,,,multi constraint
arizona state,counselor_teacher,exact_lookup,short_circuit,,,simple entity
do i need sat for Caltech,college_student,admissions_process,medium,,,admissions
schools with high internship placement rates,advisor,career_outcomes,medium,,,career outcomes
MIT scholarships,parent,cost_financial_aid,medium,,,cost aid
Virginia Tech,advisor,exact_lookup,short_circuit,,,simple entity
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
how do i apply to UC San Diego,parent,admissions_process,medium,,,admissions
acceptance rate for Rice University,college_student,attribute_lookup,medium,,,single attribute
Caltech tuition vs Harvard tuition,parent,comparison,complex,,,comparison
georgia tech,parent,exact_lookup,short_circuit,,,simple entity
best biology schools in Texas,advisor,filtered_search,medium,,,filter search
what schools should i apply to for chemistry,parent,recommendation,complex,,,recommendation
colleges in warm states,counselor_teacher,filtered_search,medium,,,filter search
colleges with low stress environment,counselor_teacher,campus_life_fit,llm_needed,,,fit question
schools like Caltech but cheaper,advisor,recommendation,complex,,,recommendation
does Northwestern have psychology,advisor,attribute_lookup,medium,,,single attribute
Penn State student-to-faculty ratio,parent,attribute_lookup,medium,,,single attribute
Duke vs UCLA,college_student,comparison,complex,,,comparison
harvard but less stressful,parent,rewrite_needed,complex,,,rewrite needed
affordable engineering schools in California with good internships,advisor,multi_constraint,complex,,,multi constraint
Georgia Tech campus culture,counselor_teacher,campus_life_fit,llm_needed,,,fit question
schools with collaborative culture,college_student,campus_life_fit,llm_needed,,,fit question
colleges near a tech hub,college_student,filtered_search,medium,,,filter search
do i need sat for NYU,parent,admissions_process,medium,,,admissions
best economics schools in Texas,advisor,filtered_search,medium,,,filter search
does UCLA have nursing,parent,attribute_lookup,medium,,,single attribute
Purdue scholarships,college_student,cost_financial_aid,medium,,,cost aid
University of Washington,advisor,exact_lookup,short_circuit,,,simple entity
Harvard average SAT,college_student,attribute_lookup,medium,,,single attribute
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges near the beach under 20k with strong research,counselor_teacher,multi_constraint,complex,,,multi constraint
Rice University financial aid,advisor,cost_financial_aid,medium,,,cost aid
Cornell tuition vs UCLA tuition,parent,comparison,complex,,,comparison
small electrical engineering colleges in warm states low tuition,parent,multi_constraint,complex,,,multi constraint
affordable nursing schools in the Midwest with good internships,advisor,multi_constraint,complex,,,multi constraint
what schools should i apply to for computer science,college_student,recommendation,complex,,,recommendation
Columbia vs NYU,advisor,comparison,complex,,,comparison
do i need sat for UT Austin,advisor,admissions_process,medium,,,admissions
schools with high internship placement rates,college_student,career_outcomes,medium,,,career outcomes
University of Michigan tuition vs Purdue tuition,counselor_teacher,comparison,complex,,,comparison
Columbia vs UCLA,college_student,comparison,complex,,,comparison
mit without the suffering,parent,rewrite_needed,complex,,,rewrite needed
university of washington,counselor_teacher,exact_lookup,short_circuit,,,simple entity
University of Michigan vs Purdue for nursing,parent,comparison,complex,,,comparison
mit without the suffering,college_student,rewrite_needed,complex,,,rewrite needed
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
universities with strong psychology,advisor,filtered_search,medium,,,filter search
best engineering schools in California,parent,filtered_search,medium,,,filter search
Cornell application deadlines,counselor_teacher,admissions_process,medium,,,admissions
best computer science schools in warm states,college_student,filtered_search,medium,,,filter search
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
University of Florida scholarships,college_student,cost_financial_aid,medium,,,cost aid
colleges near a tech hub,advisor,filtered_search,medium,,,filter search
Cornell vs Caltech for economics,advisor,comparison,complex,,,comparison
do i need sat for MIT,advisor,admissions_process,medium,,,admissions
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
affordable biology schools in the Midwest with good internships,advisor,multi_constraint,complex,,,multi constraint
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
Harvard location,parent,attribute_lookup,medium,,,single attribute
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges with low stress environment,counselor_teacher,campus_life_fit,llm_needed,,,fit question
Columbia tuition,counselor_teacher,attribute_lookup,medium,,,single attribute
affordable electrical engineering schools near the beach with good internships,advisor,multi_constraint,complex,,,multi constraint
schools like Harvard but cheaper,advisor,recommendation,complex,,,recommendation
request demo for admissions office,advisor,b2b_partnership,llm_needed,,,B2B
Rice University tuition vs Arizona State tuition,counselor_teacher,comparison,complex,,,comparison
schools with high internship placement rates,parent,career_outcomes,medium,,,career outcomes
medium-sized chemistry colleges near the beach low tuition,counselor_teacher,multi_constraint,complex,,,multi constraint
best nursing schools in Texas,advisor,filtered_search,medium,,,filter search
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
Stanford application deadlines,advisor,admissions_process,medium,,,admissions
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
MIT tuition vs USC tuition,parent,comparison,complex,,,comparison
schools like Carnegie Mellon but cheaper,counselor_teacher,recommendation,complex,,,recommendation
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
job placement for Rice University,advisor,attribute_lookup,medium,,,single attribute
Harvard vs UC San Diego,parent,comparison,complex,,,comparison
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
USC but cheaper,counselor_teacher,rewrite_needed,complex,,,rewrite needed
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
harvard but less stressful,college_student,rewrite_needed,complex,,,rewrite needed
how can our university join the platform,advisor,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,counselor_teacher,b2b_partnership,llm_needed,,,B2B
affordable psychology schools in California with good internships,college_student,multi_constraint,complex,,,multi constraint
do i need sat for UC Berkeley,advisor,admissions_process,medium,,,admissions
request demo for admissions office,college_student,b2b_partnership,llm_needed,,,B2B
UC Berkeley tuition vs University of Florida tuition,parent,comparison,complex,,,comparison
University of Michigan average ACT,advisor,attribute_lookup,medium,,,single attribute
what schools should i apply to for electrical engineering,parent,recommendation,complex,,,recommendation
Brown vs Rice University,advisor,comparison,complex,,,comparison
do i need sat for UT Austin,parent,admissions_process,medium,,,admissions
how do i apply to UC Berkeley,advisor,admissions_process,medium,,,admissions
best colleges for electrical engineering job outcomes,counselor_teacher,career_outcomes,medium,,,career outcomes
colleges in the Midwest,counselor_teacher,filtered_search,medium,,,filter search
Brown job placement for business,parent,career_outcomes,medium,,,career outcomes
Harvard application deadlines,parent,admissions_process,medium,,,admissions
how can our university join the platform,parent,b2b_partnership,llm_needed,,,B2B
recommend large colleges near Chicago for electrical engineering,advisor,recommendation,complex,,,recommendation
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
Penn State application deadlines,college_student,admissions_process,medium,,,admissions
cheapest mechanical engineering schools near a tech hub,parent,cost_financial_aid,medium,,,cost aid
universities with strong chemistry,counselor_teacher,filtered_search,medium,,,filter search
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
mit without the suffering,counselor_teacher,rewrite_needed,complex,,,rewrite needed
colleges in Texas,college_student,filtered_search,medium,,,filter search
schools with collaborative culture,counselor_teacher,campus_life_fit,llm_needed,,,fit question
cheapest philosophy schools near a tech hub,advisor,cost_financial_aid,medium,,,cost aid
universities with strong architecture,college_student,filtered_search,medium,,,filter search
UC San Diego campus culture,parent,campus_life_fit,llm_needed,,,fit question
Purdue but cheaper,advisor,rewrite_needed,complex,,,rewrite needed
Rice University,counselor_teacher,exact_lookup,short_circuit,,,simple entity
columbia,advisor,exact_lookup,short_circuit,,,simple entity
cheapest mechanical engineering schools near Chicago,parent,cost_financial_aid,medium,,,cost aid
what schools should i apply to for nursing,parent,recommendation,complex,,,recommendation
colleges with low stress environment,parent,campus_life_fit,llm_needed,,,fit question
USC application deadlines,college_student,admissions_process,medium,,,admissions
Cornell,parent,exact_lookup,short_circuit,,,simple entity
USC vs University of Michigan for mechanical engineering,college_student,comparison,complex,,,comparison
Princeton but cheaper,parent,rewrite_needed,complex,,,rewrite needed
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges in California under 40k with strong research,college_student,multi_constraint,complex,,,multi constraint
NYU application deadlines,counselor_teacher,admissions_process,medium,,,admissions
schools like University of Michigan but cheaper,counselor_teacher,recommendation,complex,,,recommendation
request demo for admissions office,counselor_teacher,b2b_partnership,llm_needed,,,B2B
cheapest aerospace engineering schools near the beach,counselor_teacher,cost_financial_aid,medium,,,cost aid
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
affordable computer science schools near the beach with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
universities with strong nursing,counselor_teacher,filtered_search,medium,,,filter search
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
best data science schools near a tech hub,advisor,filtered_search,medium,,,filter search
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
best colleges for computer science job outcomes,counselor_teacher,career_outcomes,medium,,,career outcomes
recommend medium-sized colleges in warm states for economics,counselor_teacher,recommendation,complex,,,recommendation
Harvard campus culture,advisor,campus_life_fit,llm_needed,,,fit question
schools with collaborative culture,parent,campus_life_fit,llm_needed,,,fit question
mit,advisor,exact_lookup,short_circuit,,,simple entity
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
request demo for admissions office,college_student,b2b_partnership,llm_needed,,,B2B
Rice University average SAT,college_student,attribute_lookup,medium,,,single attribute
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
Arizona State application deadlines,counselor_teacher,admissions_process,medium,,,admissions
cheapest architecture schools in California,parent,cost_financial_aid,medium,,,cost aid
MIT but cheaper,counselor_teacher,rewrite_needed,complex,,,rewrite needed
Arizona State vs Brown for engineering,college_student,comparison,complex,,,comparison
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
affordable psychology schools in California with good internships,parent,multi_constraint,complex,,,multi constraint
Brown acceptance rate,counselor_teacher,attribute_lookup,medium,,,single attribute
what schools should i apply to for nursing,counselor_teacher,recommendation,complex,,,recommendation
University of Michigan financial aid,college_student,cost_financial_aid,medium,,,cost aid
Stanford,parent,exact_lookup,short_circuit,,,simple entity
what schools should i apply to for engineering,counselor_teacher,recommendation,complex,,,recommendation
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
harvard but less stressful,college_student,rewrite_needed,complex,,,rewrite needed
University of Michigan,counselor_teacher,exact_lookup,short_circuit,,,simple entity
medium-sized business colleges in warm states under 40k,counselor_teacher,multi_constraint,complex,,,multi constraint
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
universities with strong electrical engineering,college_student,filtered_search,medium,,,filter search
universities with strong data science,parent,filtered_search,medium,,,filter search
universities with strong architecture,college_student,filtered_search,medium,,,filter search
how can our university join the platform,advisor,b2b_partnership,llm_needed,,,B2B
do i need sat for Cornell,parent,admissions_process,medium,,,admissions
Arizona State campus culture,counselor_teacher,campus_life_fit,llm_needed,,,fit question
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
request demo for admissions office,counselor_teacher,b2b_partnership,llm_needed,,,B2B
recommend small colleges in warm states for architecture,parent,recommendation,complex,,,recommendation
request demo for admissions office,college_student,b2b_partnership,llm_needed,,,B2B
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges near the beach good financial aid with strong research,college_student,multi_constraint,complex,,,multi constraint
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
api access for college partners,parent,b2b_partnership,llm_needed,,,B2B
schools with high internship placement rates,college_student,career_outcomes,medium,,,career outcomes
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
best biology schools near the beach,college_student,filtered_search,medium,,,filter search
api access for college partners,parent,b2b_partnership,llm_needed,,,B2B
colleges in California under 20k with strong research,college_student,multi_constraint,complex,,,multi constraint
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
best colleges for chemistry job outcomes,college_student,career_outcomes,medium,,,career outcomes
NYU financial aid,college_student,cost_financial_aid,medium,,,cost aid
how can our university join the platform,college_student,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_student,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
research opportunities for UC Berkeley,counselor_teacher,attribute_lookup,medium,,,single attribute
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges near a tech hub under 30k with strong research,counselor_teacher,multi_constraint,complex,,,multi constraint
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
schools with high internship placement rates,advisor,career_outcomes,medium,,,career outcomes
schools with collaborative culture,college_student,campus_life_fit,llm_needed,,,fit question
Penn State but cheaper,counselor_teacher,rewrite_needed,complex,,,rewrite needed
universities with strong economics,advisor,filtered_search,medium,,,filter search
best colleges for computer science job outcomes,counselor_teacher,career_outcomes,medium,,,career outcomes
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
schools with collaborative culture,parent,campus_life_fit,llm_needed,,,fit question
colleges in the Midwest under 30k with strong research,counselor_teacher,multi_constraint,complex,,,multi constraint
schools like Purdue but cheaper,advisor,recommendation,complex,,,recommendation
Arizona State job placement for psychology,counselor_teacher,career_outcomes,medium,,,career outcomes
research opportunities for Cornell,counselor_teacher,attribute_lookup,medium,,,single attribute
cheapest psychology schools in Texas,advisor,cost_financial_aid,medium,,,cost aid
affordable nursing schools near a tech hub with good internships,college_student,multi_constraint,complex,,,multi constraint
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
harvard but less stressful,counselor_teacher,rewrite_needed,complex,,,rewrite needed
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
Purdue,counselor_teacher,exact_lookup,short_circuit,,,simple entity
best colleges for psychology job outcomes,parent,career_outcomes,medium,,,career outcomes
schools like Georgia Tech but cheaper,counselor_teacher,recommendation,complex,,,recommendation
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
University of Washington tuition vs MIT tuition,parent,comparison,complex,,,comparison
do i need sat for Princeton,counselor_teacher,admissions_process,medium,,,admissions
how can our university join the platform,college_student,b2b_partnership,llm_needed,,,B2B
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
cheapest psychology schools in Texas,advisor,cost_financial_aid,medium,,,cost aid
Arizona State scholarships,counselor_teacher,cost_financial_aid,medium,,,cost aid
request demo for admissions office,counselor_teacher,b2b_partnership,llm_needed,,,B2B
do i need sat for Brown,parent,admissions_process,medium,,,admissions
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
how do i apply to Cornell,advisor,admissions_process,medium,,,admissions
affordable philosophy schools in California with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
caltech,advisor,exact_lookup,short_circuit,,,simple entity
what schools should i apply to for biology,parent,recommendation,complex,,,recommendation
research opportunities for Harvard,advisor,attribute_lookup,medium,,,single attribute
UT Austin vs Harvard,counselor_teacher,comparison,complex,,,comparison
colleges near a tech hub,college_student,filtered_search,medium,,,filter search
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
how do i apply to University of Washington,counselor_teacher,admissions_process,medium,,,admissions
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
what schools should i apply to for electrical engineering,college_student,recommendation,complex,,,recommendation
UCLA but cheaper,parent,rewrite_needed,complex,,,rewrite needed
Penn State application deadlines,advisor,admissions_process,medium,,,admissions
best colleges for architecture job outcomes,college_student,career_outcomes,medium,,,career outcomes
cheapest chemistry schools near Chicago,college_student,cost_financial_aid,medium,,,cost aid
what schools should i apply to for mechanical engineering,parent,recommendation,complex,,,recommendation
how do i apply to Harvard,parent,admissions_process,medium,,,admissions
schools with collaborative culture,college_student,campus_life_fit,llm_needed,,,fit question
affordable electrical engineering schools near Chicago with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
harvard but less stressful,parent,rewrite_needed,complex,,,rewrite needed
Penn State campus culture,college_student,campus_life_fit,llm_needed,,,fit question
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
best philosophy schools in warm states,parent,filtered_search,medium,,,filter search
colleges with low stress environment,college_student,campus_life_fit,llm_needed,,,fit question
University of Washington,college_student,exact_lookup,short_circuit,,,simple entity
does Arizona State have electrical engineering,counselor_teacher,attribute_lookup,medium,,,single attribute
colleges with low stress environment,college_student,campus_life_fit,llm_needed,,,fit question
best colleges for aerospace engineering job outcomes,parent,career_outcomes,medium,,,career outcomes
schools with collaborative culture,parent,campus_life_fit,llm_needed,,,fit question
University of Michigan scholarships,counselor_teacher,cost_financial_aid,medium,,,cost aid
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
recommend medium-sized colleges in Texas for nursing,advisor,recommendation,complex,,,recommendation
universities with strong nursing,advisor,filtered_search,medium,,,filter search
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
Caltech rankings,counselor_teacher,attribute_lookup,medium,,,single attribute
Penn State but cheaper,parent,rewrite_needed,complex,,,rewrite needed
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges with low stress environment,college_student,campus_life_fit,llm_needed,,,fit question
USC campus culture,college_student,campus_life_fit,llm_needed,,,fit question
MIT financial aid,college_student,cost_financial_aid,medium,,,cost aid
Harvard vs Northwestern,advisor,comparison,complex,,,comparison
Purdue application deadlines,parent,admissions_process,medium,,,admissions
colleges near a tech hub under 20k with strong research,counselor_teacher,multi_constraint,complex,,,multi constraint
universities with strong data science,college_student,filtered_search,medium,,,filter search
affordable electrical engineering schools near the beach with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
Carnegie Mellon financial aid,college_student,cost_financial_aid,medium,,,cost aid
colleges in Texas,advisor,filtered_search,medium,,,filter search
do i need sat for Duke,college_student,admissions_process,medium,,,admissions
schools with collaborative culture,advisor,campus_life_fit,llm_needed,,,fit question
how do i apply to Purdue,college_student,admissions_process,medium,,,admissions
recommend medium-sized colleges near Chicago for mechanical engineering,parent,recommendation,complex,,,recommendation
colleges near the beach low tuition with strong research,advisor,multi_constraint,complex,,,multi constraint
UT Austin tuition vs Brown tuition,college_student,comparison,complex,,,comparison
brown,advisor,exact_lookup,short_circuit,,,simple entity
Virginia Tech application deadlines,college_student,admissions_process,medium,,,admissions
how can our university join the platform,advisor,b2b_partnership,llm_needed,,,B2B
schools like UT Austin but cheaper,college_student,recommendation,complex,,,recommendation
rice university,counselor_teacher,exact_lookup,short_circuit,,,simple entity
do i need sat for UCLA,counselor_teacher,admissions_process,medium,,,admissions
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
harvard but less stressful,counselor_teacher,rewrite_needed,complex,,,rewrite needed
Cornell internships,advisor,attribute_lookup,medium,,,single attribute
Carnegie Mellon vs Arizona State,counselor_teacher,comparison,complex,,,comparison
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
best colleges for engineering job outcomes,college_student,career_outcomes,medium,,,career outcomes
mit without the suffering,counselor_teacher,rewrite_needed,complex,,,rewrite needed
Rice University tuition vs UT Austin tuition,counselor_teacher,comparison,complex,,,comparison
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
Stanford but cheaper,advisor,rewrite_needed,complex,,,rewrite needed
best philosophy schools near Chicago,parent,filtered_search,medium,,,filter search
UC Berkeley,parent,exact_lookup,short_circuit,,,simple entity
do i need sat for University of Washington,college_student,admissions_process,medium,,,admissions
UT Austin tuition,counselor_teacher,attribute_lookup,medium,,,single attribute
how can our university join the platform,counselor_teacher,b2b_partnership,llm_needed,,,B2B
best colleges for mechanical engineering job outcomes,advisor,career_outcomes,medium,,,career outcomes
schools like UC Berkeley but cheaper,college_student,recommendation,complex,,,recommendation
recommend large colleges in the Midwest for chemistry,parent,recommendation,complex,,,recommendation
large economics colleges near Chicago under 30k,parent,multi_constraint,complex,,,multi constraint
does Arizona State have electrical engineering,parent,attribute_lookup,medium,,,single attribute
Georgia Tech but cheaper,advisor,rewrite_needed,complex,,,rewrite needed
request demo for admissions office,advisor,b2b_partnership,llm_needed,,,B2B
small philosophy colleges near a tech hub low tuition,college_student,multi_constraint,complex,,,multi constraint
pricing for partner universities,parent,b2b_partnership,llm_needed,,,B2B
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
affordable aerospace engineering schools near the beach with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
internships for Stanford,college_student,attribute_lookup,medium,,,single attribute
schools like Caltech but cheaper,counselor_teacher,recommendation,complex,,,recommendation
best nursing schools in California,college_student,filtered_search,medium,,,filter search
best biology schools in Texas,parent,filtered_search,medium,,,filter search
universities with strong economics,counselor_teacher,filtered_search,medium,,,filter search
affordable biology schools in Texas with good internships,advisor,multi_constraint,complex,,,multi constraint
best colleges for psychology job outcomes,advisor,career_outcomes,medium,,,career outcomes
schools like University of Michigan but cheaper,counselor_teacher,recommendation,complex,,,recommendation
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges in warm states under 40k with strong research,counselor_teacher,multi_constraint,complex,,,multi constraint
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
universities with strong computer science,advisor,filtered_search,medium,,,filter search
api access for college partners,parent,b2b_partnership,llm_needed,,,B2B
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
Northwestern tuition vs Columbia tuition,parent,comparison,complex,,,comparison
cheapest philosophy schools near a tech hub,advisor,cost_financial_aid,medium,,,cost aid
schools like Duke but cheaper,counselor_teacher,recommendation,complex,,,recommendation
UT Austin,advisor,exact_lookup,short_circuit,,,simple entity
large economics colleges near the beach under 30k,advisor,multi_constraint,complex,,,multi constraint
Harvard housing,counselor_teacher,attribute_lookup,medium,,,single attribute
usc,college_student,exact_lookup,short_circuit,,,simple entity
Duke job placement for psychology,college_student,career_outcomes,medium,,,career outcomes
pricing for partner universities,advisor,b2b_partnership,llm_needed,,,B2B
what schools should i apply to for psychology,counselor_teacher,recommendation,complex,,,recommendation
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
schools like MIT but cheaper,college_student,recommendation,complex,,,recommendation
does Princeton have economics,advisor,attribute_lookup,medium,,,single attribute
UT Austin application deadlines,college_student,admissions_process,medium,,,admissions
Purdue financial aid,advisor,attribute_lookup,medium,,,single attribute
Princeton application deadlines,parent,admissions_process,medium,,,admissions
affordable psychology schools in California with good internships,advisor,multi_constraint,complex,,,multi constraint
small mechanical engineering colleges near Chicago low tuition,counselor_teacher,multi_constraint,complex,,,multi constraint
Virginia Tech financial aid,counselor_teacher,cost_financial_aid,medium,,,cost aid
how do i apply to UCLA,parent,admissions_process,medium,,,admissions
UC San Diego campus culture,counselor_teacher,campus_life_fit,llm_needed,,,fit question
Princeton,college_student,exact_lookup,short_circuit,,,simple entity
Georgia Tech,counselor_teacher,exact_lookup,short_circuit,,,simple entity
affordable computer science schools near a tech hub with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
universities with strong chemistry,college_student,filtered_search,medium,,,filter search
colleges with low stress environment,parent,campus_life_fit,llm_needed,,,fit question
Harvard tuition vs Cornell tuition,college_student,comparison,complex,,,comparison
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
internships for Caltech,counselor_teacher,attribute_lookup,medium,,,single attribute
Harvard acceptance rate,counselor_teacher,attribute_lookup,medium,,,single attribute
how do i apply to Carnegie Mellon,advisor,admissions_process,medium,,,admissions
small mechanical engineering colleges near the beach under 20k,college_student,multi_constraint,complex,,,multi constraint
harvard but less stressful,advisor,rewrite_needed,complex,,,rewrite needed
research opportunities for University of Michigan,advisor,attribute_lookup,medium,,,single attribute
colleges with low stress environment,parent,campus_life_fit,llm_needed,,,fit question
Caltech vs Rice University for electrical engineering,parent,comparison,complex,,,comparison
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
how do i apply to University of Florida,college_student,admissions_process,medium,,,admissions
University of Florida but cheaper,advisor,rewrite_needed,complex,,,rewrite needed
does MIT have biology,college_student,attribute_lookup,medium,,,single attribute
colleges with low stress environment,parent,campus_life_fit,llm_needed,,,fit question
colleges in the Midwest under 40k with strong research,parent,multi_constraint,complex,,,multi constraint
cheapest architecture schools in California,advisor,cost_financial_aid,medium,,,cost aid
UT Austin application deadlines,advisor,admissions_process,medium,,,admissions
University of Florida vs Princeton for business,counselor_teacher,comparison,complex,,,comparison
colleges in warm states,college_student,filtered_search,medium,,,filter search
schools with collaborative culture,college_student,campus_life_fit,llm_needed,,,fit question
cheapest philosophy schools near Chicago,advisor,cost_financial_aid,medium,,,cost aid
affordable philosophy schools near Chicago with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
does Duke have data science,college_student,attribute_lookup,medium,,,single attribute
harvard but less stressful,advisor,rewrite_needed,complex,,,rewrite needed
recommend small colleges in Texas for computer science,counselor_teacher,recommendation,complex,,,recommendation
api access for college partners,counselor_teacher,b2b_partnership,llm_needed,,,B2B
cheapest architecture schools near a tech hub,counselor_teacher,cost_financial_aid,medium,,,cost aid
does UC Berkeley have biology,parent,attribute_lookup,medium,,,single attribute
