Query,Persona,Intent,Complexity,Entities,Route,Notes
what courses should I recommend for a student interested in health policy,advisor,attribute_lookup,medium,"health policy, course recommendations, student interests, advising",academic_advising,degree planning
how to advise a student choosing between two similar majors,advisor,emotional_advisory,llm_needed,"similar majors, decision, advising, student choice",academic_advising,degree planning
how to map transfer credits to current degree requirements,advisor,attribute_lookup,complex,"transfer credits, degree requirements, mapping, advising",academic_advising,degree planning
what are common bottleneck courses that delay graduation,advisor,attribute_lookup,medium,"bottleneck courses, graduation delay, degree planning, advising",academic_advising,degree planning
how to advise students about prerequisite chains in science programs,advisor,attribute_lookup,medium,"prerequisites, science programs, chains, advising",academic_advising,degree planning
how to help a student who wants to finish in three years instead of four,advisor,emotional_advisory,llm_needed,"accelerated degree, three years, planning, advising",academic_advising,degree planning
how to advise students on course load during high-stress semesters,advisor,emotional_advisory,llm_needed,"course load, high stress, semester, advising",academic_advising,degree planning
how to discuss 5th year graduation risks with students,advisor,emotional_advisory,llm_needed,"5th year, graduation risk, conversation, advising",academic_advising,degree planning
how to help a first-gen student understand graduation requirements,advisor,emotional_advisory,llm_needed,"first-gen, graduation requirements, advising, understanding",academic_advising,degree planning
how to advise pre-med students on course sequencing,advisor,attribute_lookup,complex,"pre-med, course sequencing, advising, students",academic_advising,degree planning
best practices for advising students on elective selection,advisor,attribute_lookup,medium,"elective selection, advising, best practices, students",academic_advising,degree planning
how to help a student understand the difference between major and general education requirements,advisor,emotional_advisory,llm_needed,"major requirements, gen ed, distinction, advising",academic_advising,degree planning
how to advise students who are close to graduating but have credit gaps,advisor,emotional_advisory,llm_needed,"credit gaps, near graduation, advising, students",academic_advising,degree planning
how to advise students on taking courses at other institutions for credit,advisor,attribute_lookup,medium,"cross-enrollment, other institutions, credit, advising",academic_advising,degree planning
how to help students understand the difference between electives and required courses,advisor,attribute_lookup,medium,"electives, required courses, distinction, advising",academic_advising,degree planning
how to advise students on how many credits to take online vs in-person,advisor,emotional_advisory,llm_needed,"online vs in-person, credits, advising, decision",academic_advising,degree planning
how to help students plan around seasonal or part-time enrollment,advisor,attribute_lookup,medium,"seasonal, part-time enrollment, planning, advising",academic_advising,degree planning
how to advise students about the impact of withdrawals on financial aid,advisor,attribute_lookup,medium,"withdrawals, financial aid, impact, advising",financial_aid_advising,degree planning
how to help a student create a roadmap from undecided to declared major,advisor,emotional_advisory,llm_needed,"undecided, declared major, roadmap, advising",academic_advising,degree planning
how to advise students on the best time to take their most difficult courses,advisor,emotional_advisory,llm_needed,"difficult courses, timing, advising, student strategy",academic_advising,degree planning
how to advise students about concurrent enrollment in high school and college,advisor,attribute_lookup,medium,"concurrent enrollment, high school, college, advising",academic_advising,degree planning
what degree options exist for students with prior learning assessments,advisor,attribute_lookup,medium,"prior learning, assessments, degree options, advising",academic_advising,degree planning
how to advise students about certificate programs that complement their degree,advisor,attribute_lookup,medium,"certificate programs, complement degree, advising, students",academic_advising,degree planning
how to help students understand impacted majors and alternative pathways,advisor,attribute_lookup,medium,"impacted majors, alternative pathways, advising, students",academic_advising,degree planning
how to advise students about second bachelor's degree programs,advisor,attribute_lookup,medium,"second bachelor's degree, programs, advising, students",academic_advising,degree planning
how to approach a student who has failed the same course twice,advisor,emotional_advisory,llm_needed,"repeated course failure, advising, student intervention, support",academic_advising,at-risk intervention
how to have a conversation with a student on academic probation,advisor,emotional_advisory,llm_needed,"academic probation, conversation, advising, student support",academic_advising,at-risk intervention
how to recognize signs of student burnout and address them,advisor,emotional_advisory,llm_needed,"burnout, recognition, student support, advising",academic_advising,at-risk intervention
how to refer a student to counseling services without stigma,advisor,emotional_advisory,llm_needed,"counseling referral, stigma, mental health, advising",academic_advising,at-risk intervention
how to support a student who disclosed they are food insecure,advisor,emotional_advisory,llm_needed,"food insecurity, student support, resources, advising",academic_advising,at-risk intervention
how to advise a student considering dropping out,advisor,emotional_advisory,llm_needed,"dropout risk, advising, student retention, intervention",academic_advising,at-risk intervention
what resources can I connect students to who are struggling financially,advisor,attribute_lookup,medium,"financial resources, student support, advising, referral",financial_aid_advising,at-risk intervention
how to help a student who is academically capable but unmotivated,advisor,emotional_advisory,llm_needed,"unmotivated student, academic capability, advising, motivation",academic_advising,at-risk intervention
how to follow mandated reporting procedures in advising,advisor,attribute_lookup,medium,"mandated reporting, procedures, advising, compliance",academic_advising,at-risk intervention
how to advise a student on leave of absence options,advisor,attribute_lookup,medium,"leave of absence, options, advising, student support",academic_advising,at-risk intervention
how to connect students to disability accommodations,advisor,attribute_lookup,medium,"disability accommodations, referral, advising, student support",campus_services_info,at-risk intervention
how to support international students who are academically struggling,advisor,emotional_advisory,llm_needed,"international students, academic struggle, support, advising",academic_advising,at-risk intervention
how to advise student athletes facing eligibility concerns,advisor,attribute_lookup,complex,"student athletes, eligibility, advising, compliance",academic_advising,at-risk intervention
how to handle a student in crisis during an advising appointment,advisor,emotional_advisory,llm_needed,"student crisis, advising session, emergency response, support",academic_advising,at-risk intervention
how to advise students with undisclosed learning differences,advisor,emotional_advisory,llm_needed,"learning differences, undisclosed, advising, student support",academic_advising,at-risk intervention
how to connect veterans students to campus support services,advisor,attribute_lookup,medium,"veteran students, support services, advising, referral",campus_services_info,at-risk intervention
how to advise a student returning from a medical leave,advisor,emotional_advisory,llm_needed,"medical leave, returning student, advising, reintegration",academic_advising,at-risk intervention
what to say to a student who expresses hopelessness about their future,advisor,emotional_advisory,llm_needed,"hopelessness, student mental health, advising, support",academic_advising,at-risk intervention
how to advise students who are struggling with time management,advisor,emotional_advisory,llm_needed,"time management, student struggles, advising, strategies",academic_advising,at-risk intervention
how to support first-generation students who feel out of place on campus,advisor,emotional_advisory,llm_needed,"first-gen, belonging, advising, student support",academic_advising,at-risk intervention
how to create a safety plan when a student expresses suicidal ideation,advisor,emotional_advisory,llm_needed,"safety plan, suicidal ideation, advising, crisis response",academic_advising,at-risk intervention
how to advise students who are struggling with substance use,advisor,emotional_advisory,llm_needed,"substance use, student struggles, advising, referral",academic_advising,at-risk intervention
how to recognize when a student's academic struggles have mental health roots,advisor,emotional_advisory,llm_needed,"mental health, academic struggles, recognition, advising",academic_advising,at-risk intervention
how to advise students who have experienced sexual assault on campus,advisor,emotional_advisory,llm_needed,"sexual assault, campus resources, advising, trauma-informed",academic_advising,at-risk intervention
how to help students navigate emergency academic accommodations,advisor,attribute_lookup,medium,"emergency accommodations, academic, advising, student support",academic_advising,at-risk intervention
how to advise students who are caring for a sick family member,advisor,emotional_advisory,llm_needed,"family illness, student caregiver, advising, support",academic_advising,at-risk intervention
how to help students after a campus or community tragedy,advisor,emotional_advisory,llm_needed,"campus tragedy, community, advising, student support",academic_advising,at-risk intervention
how to refer students to basic needs support like food and clothing,advisor,attribute_lookup,medium,"basic needs, food, clothing, advising referral",campus_services_info,at-risk intervention
how to advise students who are in abusive relationships,advisor,emotional_advisory,llm_needed,"abusive relationships, student safety, advising, referral",academic_advising,at-risk intervention
how to support students dealing with deportation fears or immigration stress,advisor,emotional_advisory,llm_needed,"immigration stress, deportation, advising, student support",academic_advising,at-risk intervention
how to help students who struggle with perfectionism and fear of failure,advisor,emotional_advisory,llm_needed,"perfectionism, fear of failure, advising, student mental health",academic_advising,at-risk intervention
how to help a student who has no idea what career they want,advisor,emotional_advisory,llm_needed,"career exploration, undecided, advising, student",academic_advising,career advising
what career resources should I refer students to on campus,advisor,attribute_lookup,medium,"career resources, referral, campus, advising",academic_advising,career advising
how to advise students interested in applying to law school,advisor,attribute_lookup,complex,"law school, application, advising, pre-law",academic_advising,career advising
how to advise students who want to pursue a PhD,advisor,attribute_lookup,complex,"PhD, graduate school, advising, research career",academic_advising,career advising
how to help students write strong personal statements for grad school,advisor,emotional_advisory,llm_needed,"personal statement, grad school, writing, advising",academic_advising,career advising
what majors pair well with a pre-law track,advisor,attribute_lookup,medium,"pre-law, majors, pairing, advising",academic_advising,career advising
how to advise students about the job market for their major,advisor,emotional_advisory,llm_needed,"job market, major, advising, career outcomes",academic_advising,career advising
how to help a student decide between a job offer and grad school,advisor,emotional_advisory,llm_needed,"job offer, grad school, decision, advising",academic_advising,career advising
how to introduce internship planning into advising conversations,advisor,emotional_advisory,llm_needed,"internship planning, advising, career development, students",academic_advising,career advising
how to help students find undergraduate research opportunities,advisor,attribute_lookup,medium,"undergraduate research, opportunities, advising, students",academic_advising,career advising
how to advise students about medical school prerequisites,advisor,attribute_lookup,complex,"medical school, prerequisites, advising, pre-med",academic_advising,career advising
how to connect students with alumni mentors in their field,advisor,attribute_lookup,medium,"alumni mentors, career, advising, connections",academic_advising,career advising
how to advise students about certification programs after graduation,advisor,attribute_lookup,medium,"certifications, post-grad, advising, programs",academic_advising,career advising
how to talk to students about salary expectations by major,advisor,emotional_advisory,llm_needed,"salary expectations, major, career, advising",academic_advising,career advising
how to support students exploring non-traditional career paths,advisor,emotional_advisory,llm_needed,"non-traditional careers, exploration, advising, support",academic_advising,career advising
how to advise students who want to work abroad after graduation,advisor,attribute_lookup,medium,"work abroad, post-graduation, advising, careers",study_abroad_advising,career advising
what should advisors know about the federal TEACH grant for education students,advisor,attribute_lookup,medium,"TEACH grant, education students, federal aid, advising",financial_aid_advising,career advising
how to help students build a resume that reflects their coursework,advisor,emotional_advisory,llm_needed,"resume, coursework, advising, career development",academic_advising,career advising
how to advise students about gap years before graduate school,advisor,emotional_advisory,llm_needed,"gap year, graduate school, advising, decision",academic_advising,career advising
how to advise students about dual-degree programs and timelines,advisor,attribute_lookup,complex,"dual-degree, programs, timelines, advising",academic_advising,career advising
how to help students craft effective elevator pitches for internships,advisor,emotional_advisory,llm_needed,"elevator pitch, internships, advising, career prep",academic_advising,career advising
how to introduce career exploration earlier in the advising relationship,advisor,emotional_advisory,llm_needed,"career exploration, early, advising relationship, students",academic_advising,career advising
how to advise students about the value of informational interviews,advisor,attribute_lookup,medium,"informational interviews, career, advising, value",academic_advising,career advising
how to advise students about professional certifications in their field,advisor,attribute_lookup,medium,"professional certifications, field, advising, career",academic_advising,career advising
how to advise students interested in entrepreneurship or starting a business,advisor,attribute_lookup,medium,"entrepreneurship, starting business, advising, students",academic_advising,career advising
how to discuss career pivots with students who want to change direction,advisor,emotional_advisory,llm_needed,"career pivot, direction change, advising, students",academic_advising,career advising
how to help students leverage LinkedIn for career development,advisor,attribute_lookup,medium,"LinkedIn, career development, advising, students",academic_advising,career advising
how to advise students preparing for behavioral job interviews,advisor,attribute_lookup,medium,"behavioral interviews, job preparation, advising, students",academic_advising,career advising
how to connect undeclared students to career assessments and inventories,advisor,attribute_lookup,medium,"career assessments, undeclared, advising, inventories",academic_advising,career advising
how to advise students who are rejected from competitive programs or grad schools,advisor,emotional_advisory,llm_needed,"rejection, competitive programs, advising, student resilience",academic_advising,career advising
how to advise students who want to pursue a teaching credential after graduation,advisor,attribute_lookup,medium,"teaching credential, post-graduation, advising, students",academic_advising,career advising
how to advise students about cooperative education and experiential learning,advisor,attribute_lookup,medium,"cooperative education, experiential learning, advising, students",academic_advising,career advising
how to advise students about graduate assistantship and fellowship opportunities,advisor,attribute_lookup,medium,"graduate assistantship, fellowship, advising, opportunities",academic_advising,career advising
how to advise students about apprenticeship programs as alternatives to traditional degrees,advisor,attribute_lookup,medium,"apprenticeship, alternative degrees, advising, students",academic_advising,career advising
how to explain financial aid award letters to students and families,advisor,emotional_advisory,llm_needed,"financial aid, award letters, explanation, advising",financial_aid_advising,financial aid advising
how to help students appeal a financial aid decision,advisor,attribute_lookup,medium,"financial aid appeal, process, advising, students",financial_aid_advising,financial aid advising
what to tell students who lose their financial aid eligibility,advisor,emotional_advisory,llm_needed,"financial aid loss, eligibility, advising, student support",financial_aid_advising,financial aid advising
how to advise students on satisfactory academic progress requirements,advisor,attribute_lookup,medium,"satisfactory academic progress, SAP, financial aid, advising",financial_aid_advising,financial aid advising
how to connect students to emergency financial aid funds,advisor,attribute_lookup,medium,"emergency funds, financial aid, connection, advising",financial_aid_advising,financial aid advising
how to explain the difference between loans and grants to students,advisor,attribute_lookup,medium,"loans, grants, distinction, financial aid, advising",financial_aid_advising,financial aid advising
how to advise students on managing student loan debt,advisor,emotional_advisory,llm_needed,"student loan debt, management, advising, students",financial_aid_advising,financial aid advising
how to help students who are considering stopping out due to finances,advisor,emotional_advisory,llm_needed,"stopping out, finances, advising, retention",financial_aid_advising,financial aid advising
how to advise students about work-study programs,advisor,attribute_lookup,medium,"work-study, programs, advising, students",financial_aid_advising,financial aid advising
how to guide students through the FAFSA renewal process,advisor,attribute_lookup,medium,"FAFSA renewal, process, advising, students",financial_aid_advising,financial aid advising
how to advise international students on funding options,advisor,attribute_lookup,complex,"international students, funding, advising, options",financial_aid_advising,financial aid advising
how to talk to parents about the expected family contribution,advisor,emotional_advisory,llm_needed,"expected family contribution, EFC, parents, advising",financial_aid_advising,financial aid advising
how to help students find and apply for scholarships,advisor,attribute_lookup,medium,"scholarships, finding, applying, advising, students",financial_aid_advising,financial aid advising
how to advise students on income-driven repayment plans,advisor,attribute_lookup,medium,"income-driven repayment, loans, advising, students",financial_aid_advising,financial aid advising
what financial literacy resources should I share with students,advisor,attribute_lookup,medium,"financial literacy, resources, advising, students",financial_aid_advising,financial aid advising
how to advise students who want to transfer from a 4-year to a community college,advisor,emotional_advisory,llm_needed,"reverse transfer, community college, advising, students",transfer_advising,transfer advising
how to evaluate whether a student's transfer credits will apply,advisor,attribute_lookup,complex,"transfer credits, evaluation, advising, applicability",transfer_advising,transfer advising
how to help a student build a strong transfer application,advisor,emotional_advisory,llm_needed,"transfer application, strong, advising, student support",transfer_advising,transfer advising
how to advise students on the best timing to transfer,advisor,emotional_advisory,llm_needed,"transfer timing, advising, decision, students",transfer_advising,transfer advising
how to explain articulation agreements to transfer students,advisor,attribute_lookup,medium,"articulation agreements, transfer, advising, explanation",transfer_advising,transfer advising
what questions should I ask a student who wants to transfer,advisor,attribute_lookup,medium,"transfer questions, advising, student assessment, decision",transfer_advising,transfer advising
how to advise students about the impact of transfer on financial aid,advisor,attribute_lookup,complex,"transfer, financial aid impact, advising, students",transfer_advising,transfer advising
how to help a transfer student integrate into a new campus community,advisor,emotional_advisory,llm_needed,"transfer, campus integration, advising, community",transfer_advising,transfer advising
how to advise students transferring into competitive programs,advisor,attribute_lookup,complex,"competitive programs, transfer, advising, requirements",transfer_advising,transfer advising
what should advisors know about TAG programs for transfer students,advisor,attribute_lookup,medium,"TAG, transfer admission guarantee, advising, programs",transfer_advising,transfer advising
how to advise a student who wants to transfer for personal reasons,advisor,emotional_advisory,llm_needed,"personal reasons, transfer, advising, student support",transfer_advising,transfer advising
how to help students compare transfer destination schools,advisor,attribute_lookup,medium,"compare schools, transfer, advising, decision",transfer_advising,transfer advising
how to advise students who are transferring mid-semester,advisor,emotional_advisory,llm_needed,"mid-semester transfer, advising, students, timing",transfer_advising,transfer advising
how to document transfer credit evaluations for your records,advisor,attribute_lookup,medium,"documentation, transfer credits, advising records, process",transfer_advising,transfer advising
how to advise students on transfer acceptance timelines,advisor,attribute_lookup,medium,"transfer, acceptance timeline, advising, planning",transfer_advising,transfer advising
how to stay current on changes to institutional degree requirements,advisor,attribute_lookup,medium,"degree requirements, changes, institutional policy, advising",academic_advising,policy & compliance
how to handle a student's FERPA-related request for information,advisor,attribute_lookup,medium,"FERPA, student records, privacy, advising compliance",academic_advising,policy & compliance
how to advise students on catalog year and degree program changes,advisor,attribute_lookup,medium,"catalog year, degree program, changes, advising",academic_advising,policy & compliance
how to navigate exceptions to academic policy for unusual student situations,advisor,emotional_advisory,llm_needed,"academic policy exceptions, unusual cases, advising, navigation",academic_advising,policy & compliance
what is the process for petitioning to waive a degree requirement,advisor,attribute_lookup,medium,"petition, waiver, degree requirement, advising process",academic_advising,policy & compliance
how to advise students on academic renewal or fresh start policies,advisor,attribute_lookup,medium,"academic renewal, fresh start, policy, advising",academic_advising,policy & compliance
how to explain the consequences of excessive withdrawals to students,advisor,emotional_advisory,llm_needed,"withdrawals, consequences, advising, student awareness",academic_advising,policy & compliance
how to advise students on grade appeal processes,advisor,attribute_lookup,medium,"grade appeal, process, advising, student rights",academic_advising,policy & compliance
what advisors need to know about Title IX and student safety,advisor,attribute_lookup,medium,"Title IX, student safety, advisor responsibilities, compliance",academic_advising,policy & compliance
how to advise students about the impact of incomplete grades,advisor,attribute_lookup,medium,"incomplete grades, impact, advising, policy",academic_advising,policy & compliance
how to handle a student who disputes their advising record,advisor,emotional_advisory,llm_needed,"advising record dispute, student, conflict, resolution",academic_advising,policy & compliance
what are the advising responsibilities during registration holds,advisor,attribute_lookup,medium,"registration holds, advisor responsibilities, process, advising",academic_advising,policy & compliance
how to advise students who are on academic suspension,advisor,attribute_lookup,complex,"academic suspension, advising, student support, policy",academic_advising,policy & compliance
how to advise undocumented students about their college options,advisor,attribute_lookup,complex,"undocumented students, college options, advising, DACA",academic_advising,policy & compliance
how to properly refer students to other campus offices and departments,advisor,attribute_lookup,medium,"referral, campus offices, advising, coordination",academic_advising,policy & compliance
how to advise students on understanding their student rights and responsibilities,advisor,attribute_lookup,medium,"student rights, responsibilities, advising, policy",academic_advising,policy & compliance
how to handle conflicts of interest in advising relationships,advisor,emotional_advisory,llm_needed,"conflicts of interest, advising, ethics, relationships",academic_advising,policy & compliance
how to advise students about academic integrity and plagiarism policies,advisor,attribute_lookup,medium,"academic integrity, plagiarism, advising, policy",academic_advising,policy & compliance
how to advise students about the Family Educational Rights and Privacy Act,advisor,attribute_lookup,medium,"FERPA, student privacy rights, advising, compliance",academic_advising,policy & compliance
how to advise students on course repeat policies and GPA implications,advisor,attribute_lookup,medium,"course repeat, GPA, policy, advising",academic_advising,policy & compliance
how to advise first-generation college students effectively,advisor,emotional_advisory,llm_needed,"first-generation, advising, strategies, student support",academic_advising,special populations
how to tailor advising approaches for adult learners returning to college,advisor,emotional_advisory,llm_needed,"adult learners, returning students, advising, strategies",academic_advising,special populations
how to advise students with autism spectrum disorder,advisor,emotional_advisory,llm_needed,"autism, spectrum disorder, advising, student support",academic_advising,special populations
how to advise LGBTQ+ students navigating campus resources,advisor,emotional_advisory,llm_needed,"LGBTQ+, campus resources, advising, student support",campus_services_info,special populations
how to support students of color who feel isolated on campus,advisor,emotional_advisory,llm_needed,"students of color, isolation, campus, advising support",academic_advising,special populations
how to advise student parents balancing family and academics,advisor,emotional_advisory,llm_needed,"student parents, family, academics, advising balance",academic_advising,special populations
how to advise high-achieving students who are bored or under-challenged,advisor,emotional_advisory,llm_needed,"high-achieving, under-challenged, advising, student engagement",academic_advising,special populations
how to advise international students unfamiliar with US academic norms,advisor,emotional_advisory,llm_needed,"international students, US norms, advising, acculturation",academic_advising,special populations
how to advise students with chronic illness or health conditions,advisor,emotional_advisory,llm_needed,"chronic illness, health conditions, advising, accommodations",academic_advising,special populations
how to advise student veterans transitioning from military service,advisor,emotional_advisory,llm_needed,"veterans, military transition, advising, student support",academic_advising,special populations
how to advise students experiencing housing or financial instability,advisor,emotional_advisory,llm_needed,"housing instability, financial, advising, student support",academic_advising,special populations
how to advise students from rural or underrepresented communities,advisor,emotional_advisory,llm_needed,"rural, underrepresented, advising, student support",academic_advising,special populations
how to effectively advise multilingual and ESL students,advisor,emotional_advisory,llm_needed,"multilingual, ESL students, advising, communication",academic_advising,special populations
how to advise students who are caregivers for family members,advisor,emotional_advisory,llm_needed,"caregivers, family responsibilities, advising, students",academic_advising,special populations
how to help honors students find appropriately challenging coursework,advisor,attribute_lookup,medium,"honors students, challenging coursework, advising, academic",academic_advising,special populations
how to advise students enrolled in online or hybrid degree programs,advisor,attribute_lookup,medium,"online, hybrid, degree programs, advising, students",academic_advising,special populations
how to advise students who are undecided on a major,advisor,emotional_advisory,llm_needed,"undecided major, advising, exploration, student support",academic_advising,special populations
how to advise students who are academically talented but socially struggling,advisor,emotional_advisory,llm_needed,"academic talent, social struggles, advising, student support",academic_advising,special populations
how to support students experiencing grief or personal loss,advisor,emotional_advisory,llm_needed,"grief, personal loss, student support, advising",academic_advising,special populations
how to advise transfer students who feel behind their peers,advisor,emotional_advisory,llm_needed,"transfer students, behind peers, advising, support",academic_advising,special populations
how to advise students who are transitioning out of foster care,advisor,emotional_advisory,llm_needed,"foster care, transitioning, advising, student support",academic_advising,special populations
how to advise students who are neurodiverse or have ADHD,advisor,emotional_advisory,llm_needed,"neurodiverse, ADHD, advising, student accommodations",academic_advising,special populations
how to support indigenous students navigating college culture,advisor,emotional_advisory,llm_needed,"indigenous students, college culture, advising, support",academic_advising,special populations
how to advise student athletes about balancing academics and sports,advisor,emotional_advisory,llm_needed,"student athletes, academics, sports, advising balance",academic_advising,special populations
how to advise students who identify as undocumented or DACA recipients,advisor,emotional_advisory,llm_needed,"undocumented, DACA, advising, student support",academic_advising,special populations
how to advise students who have experienced incarceration,advisor,emotional_advisory,llm_needed,"incarceration, reentry, advising, student support",academic_advising,special populations
how to support refugee or asylum-seeking students academically,advisor,emotional_advisory,llm_needed,"refugee, asylum, academic support, advising",academic_advising,special populations
how to advise gifted students who are bored with standard coursework,advisor,emotional_advisory,llm_needed,"gifted students, bored, coursework, advising strategies",academic_advising,special populations
how to advise students who are English language learners in STEM programs,advisor,emotional_advisory,llm_needed,"English language learners, STEM, advising, support",academic_advising,special populations
how to advise students who are transitioning gender identity on campus,advisor,emotional_advisory,llm_needed,"gender identity, transition, campus, advising support",academic_advising,special populations
how to approach advising sessions with culturally different communication norms,advisor,emotional_advisory,llm_needed,"cultural communication, advising norms, cultural humility, sessions",academic_advising,special populations
what are the best advising software platforms used in higher education,advisor,attribute_lookup,medium,"advising software, platforms, higher education, tools",academic_advising,advising tools
how to use EAB Navigate or similar tools for student outreach,advisor,attribute_lookup,medium,"EAB Navigate, outreach tools, advising, technology",academic_advising,advising tools
how to run effective group advising or workshop sessions,advisor,attribute_lookup,medium,"group advising, workshops, sessions, effectiveness",academic_advising,advising tools
how to develop an advising syllabus or student contract,advisor,attribute_lookup,medium,"advising syllabus, student contract, expectations, tools",academic_advising,advising tools
how to use data analytics to identify trends in student outcomes,advisor,attribute_lookup,complex,"data analytics, student outcomes, trends, advising",academic_advising,advising tools
what professional development resources are available for academic advisors,advisor,attribute_lookup,medium,"professional development, advisors, resources, NACADA",academic_advising,advising tools
how to measure the effectiveness of your advising practice,advisor,attribute_lookup,medium,"effectiveness, advising practice, measurement, outcomes",academic_advising,advising tools
how to build a referral network with other campus offices,advisor,attribute_lookup,medium,"referral network, campus offices, collaboration, advising",academic_advising,advising tools
how to use strengths-based advising techniques,advisor,attribute_lookup,medium,"strengths-based advising, techniques, student engagement, tools",academic_advising,advising tools
how to apply motivational interviewing in advising sessions,advisor,attribute_lookup,medium,"motivational interviewing, advising, sessions, techniques",academic_advising,advising tools
how to prepare for NACADA conferences and professional advising events,advisor,attribute_lookup,medium,"NACADA, conferences, professional events, advising",academic_advising,advising tools
how to create an advising resource guide for incoming students,advisor,attribute_lookup,medium,"resource guide, incoming students, advising, tools",academic_advising,advising tools
how to handle advising sessions remotely or via video call,advisor,attribute_lookup,medium,"remote advising, video call, virtual, tools",academic_advising,advising tools
how to stay current with new academic programs at your institution,advisor,attribute_lookup,medium,"new programs, institutional knowledge, advising, currency",academic_advising,advising tools
how to evaluate whether your advising is culturally responsive,advisor,emotional_advisory,llm_needed,"cultural responsiveness, advising evaluation, equity, tools",academic_advising,advising tools
how to use assessment tools to understand student goals,advisor,attribute_lookup,medium,"assessment tools, student goals, advising, understanding",academic_advising,advising tools
how to introduce proactive advising strategies into your workflow,advisor,attribute_lookup,medium,"proactive advising, strategies, workflow, implementation",academic_advising,advising tools
what training is available for new academic advisors,advisor,attribute_lookup,medium,"training, new advisors, academic advising, resources",academic_advising,advising tools
how to support advisor burnout and maintain personal wellbeing,advisor,emotional_advisory,llm_needed,"advisor burnout, wellbeing, self-care, professional",academic_advising,advising tools
how to create effective advising appointment templates and agendas,advisor,attribute_lookup,medium,"appointment templates, agendas, advising, organization",academic_advising,advising tools
how to use Starfish or similar early alert platforms in advising,advisor,attribute_lookup,medium,"Starfish, early alert, advising platform, tools",academic_advising,advising tools
how to design advising outreach campaigns for specific student groups,advisor,attribute_lookup,medium,"outreach campaigns, student groups, advising, design",academic_advising,advising tools
how to incorporate cultural humility into your advising practice,advisor,emotional_advisory,llm_needed,"cultural humility, advising practice, equity, inclusion",academic_advising,advising tools
how to evaluate student satisfaction with advising services,advisor,attribute_lookup,medium,"student satisfaction, advising services, evaluation, feedback",academic_advising,advising tools
how to set goals and track progress in your advising practice,advisor,attribute_lookup,medium,"goals, progress tracking, advising practice, professional",academic_advising,advising tools
how to build an advising portfolio or demonstrate impact to leadership,advisor,attribute_lookup,medium,"advising portfolio, impact, leadership, professional development",academic_advising,advising tools
how to use case studies in advisor training sessions,advisor,attribute_lookup,medium,"case studies, advisor training, professional development, tools",academic_advising,advising tools
how to develop advising scripts for common difficult conversations,advisor,attribute_lookup,medium,"advising scripts, difficult conversations, preparation, tools",academic_advising,advising tools
what does research say about effective academic advising practices,advisor,attribute_lookup,complex,"research, effective advising, academic, evidence-based",academic_advising,advising tools
how to transition students from prescriptive to developmental advising,advisor,attribute_lookup,medium,"prescriptive, developmental advising, transition, students",academic_advising,advising tools
how to use strength-spotting to build student confidence in advising,advisor,emotional_advisory,llm_needed,"strength-spotting, student confidence, advising, engagement",academic_advising,advising tools
how to advise students about the benefits of studying abroad,advisor,emotional_advisory,llm_needed,"study abroad, benefits, advising, students",study_abroad_advising,study abroad advising
how to help students find study abroad programs that fit their major,advisor,attribute_lookup,medium,"study abroad, major-fit, programs, advising",study_abroad_advising,study abroad advising
how to advise students about the financial cost of studying abroad,advisor,emotional_advisory,llm_needed,"study abroad, financial cost, advising, students",study_abroad_advising,study abroad advising
how to ensure study abroad credits transfer back properly,advisor,attribute_lookup,complex,"study abroad credits, transfer, advising, compliance",study_abroad_advising,study abroad advising
how to advise students who want to study abroad but have visa concerns,advisor,emotional_advisory,llm_needed,"visa concerns, study abroad, advising, students",study_abroad_advising,study abroad advising
what health and safety information should advisors share about studying abroad,advisor,attribute_lookup,medium,"health, safety, study abroad, advising information",study_abroad_advising,study abroad advising
how to advise students about study abroad program accreditation,advisor,attribute_lookup,medium,"program accreditation, study abroad, advising, quality",study_abroad_advising,study abroad advising
how to advise students with disabilities who want to study abroad,advisor,emotional_advisory,llm_needed,"disabilities, study abroad, advising, accommodations",study_abroad_advising,study abroad advising
how to connect students with study abroad scholarships and grants,advisor,attribute_lookup,medium,"study abroad scholarships, grants, advising, funding",study_abroad_advising,study abroad advising
how to advise students about culture shock and adjustment abroad,advisor,emotional_advisory,llm_needed,"culture shock, adjustment, study abroad, advising",study_abroad_advising,study abroad advising
how to advise students about internships or research abroad,advisor,attribute_lookup,medium,"internships, research abroad, advising, students",study_abroad_advising,study abroad advising
how to handle student emergencies that happen while they are abroad,advisor,attribute_lookup,complex,"student emergencies, abroad, advising, crisis",study_abroad_advising,study abroad advising
how to advise students about the impact of studying abroad on graduation timeline,advisor,attribute_lookup,medium,"graduation timeline, study abroad, impact, advising",study_abroad_advising,study abroad advising
what should advisors know about bilateral exchange programs,advisor,attribute_lookup,medium,"bilateral exchange, programs, advising, knowledge",study_abroad_advising,study abroad advising
how to advise students about studying abroad in non-traditional destinations,advisor,emotional_advisory,llm_needed,"non-traditional destinations, study abroad, advising, students",study_abroad_advising,study abroad advising
how to advise students about on-campus vs off-campus housing tradeoffs,advisor,emotional_advisory,llm_needed,"on-campus, off-campus, housing, advising tradeoffs",housing_advising,housing advising
how to help students navigate roommate conflicts,advisor,emotional_advisory,llm_needed,"roommate conflicts, housing, advising, student support",housing_advising,housing advising
how to connect students with housing resources if they are experiencing homelessness,advisor,attribute_lookup,medium,"homelessness, housing resources, advising, student support",housing_advising,housing advising
